traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
磨嘴皮子,磨嘴皮子,mo2 zui3 pi2 zi5],to wear out the skin of one's teeth (idiom); pointlessly blather,to talk incessant nonsense,blah blah,,,,,,,,,,,,,,,
磨坊,磨坊,mo4 fang2],mill,,,,,,,,,,,,,,,,,
磨坊主,磨坊主,mo4 fang2 zhu3],miller,,,,,,,,,,,,,,,,,
磨子,磨子,mo4 zi3],mill,grain mill,millstone,,,,,,,,,,,,,,,
磨工病,磨工病,mo4 gong1 bing4],grinder's disease,silicosis,also written 矽末病,,,,,,,,,,,,,,,
磨床,磨床,mo2 chuang2],grinding machine,grinder,,,,,,,,,,,,,,,,
磨得開,磨得开,mo2 de5 kai1],unembarrassed,without fear of impairing personal relation,,,,,,,,,,,,,,,,
磨快,磨快,mo2 kuai4],to sharpen,to grind (knife blades),,,,,,,,,,,,,,,,
磨折,磨折,mo2 zhe2],to torture,to torment,,,,,,,,,,,,,,,,
磨拳擦掌,磨拳擦掌,mo2 quan2 ca1 zhang3],variant of 摩拳擦掌[mo1 quan2 ca1 zhang3],,,,,,,,,,,,,,,,,
磨損,磨损,mo2 sun3],wear and tear,abrasion,,,,,,,,,,,,,,,,
磨損率,磨损率,mo2 sun3 lu:4],attrition rate,,,,,,,,,,,,,,,,,
磨擦,磨擦,mo2 ca1],variant of 摩擦[mo2 ca1],,,,,,,,,,,,,,,,,
磨料,磨料,mo2 liao4],abrasive material,,,,,,,,,,,,,,,,,
磨杵成針,磨杵成针,mo2 chu3 cheng2 zhen1],to grind an iron bar down to a fine needle (idiom); fig. to persevere in a difficult task,to study diligently,,,,,,,,,,,,,,,,
磨機,磨机,mo2 ji1],milling machine,,,,,,,,,,,,,,,,,
磨洋工,磨洋工,mo2 yang2 gong1],to idle on the job,,,,,,,,,,,,,,,,,
磨滅,磨灭,mo2 mie4],to obliterate,to erase,,,,,,,,,,,,,,,,
磨煉,磨炼,mo2 lian4],see 磨練|磨练[mo2 lian4],,,,,,,,,,,,,,,,,
磨煩,磨烦,mo4 fan5],to pester,to bother sb incessantly,to delay,to prevaricate,,,,,,,,,,,,,,
磨牙,磨牙,mo2 ya2],to grind one's teeth (during sleep),pointless arguing,(coll.) molar,,,,,,,,,,,,,,,
磨盤,磨盘,mo4 pan2],lower millstone,tray of a mill,,,,,,,,,,,,,,,,
磨石,磨石,mo2 shi2],whetstone,millstone,,,,,,,,,,,,,,,,
磨石砂礫,磨石砂砾,mo2 shi2 sha1 li4],millstone grit,coarse sandstone,,,,,,,,,,,,,,,,
磨石粗砂岩,磨石粗砂岩,mo2 shi2 cu1 sha1 yan2],millstone grit,,,,,,,,,,,,,,,,,
磨砂,磨砂,mo2 sha1],to scrub with an abrasive,to sand,frosted (e.g. glass),,,,,,,,,,,,,,,
磨砂機,磨砂机,mo2 sha1 ji1],sander,sanding machine,,,,,,,,,,,,,,,,
磨砂膏,磨砂膏,mo2 sha1 gao1],facial scrub,,,,,,,,,,,,,,,,,
磨破口舌,磨破口舌,mo2 po4 kou3 she2],incessant complaining,,,,,,,,,,,,,,,,,
磨破嘴皮,磨破嘴皮,mo2 po4 zui3 pi2],to talk until one is blue in the face,,,,,,,,,,,,,,,,,
磨破嘴皮子,磨破嘴皮子,mo2 po4 zui3 pi2 zi5],to wear out one's lips (idiom),to talk until one is blue in the face,to repeat again and again,,,,,,,,,,,,,,,
磨碎,磨碎,mo4 sui4],to grind up,,,,,,,,,,,,,,,,,
磨磨蹭蹭,磨磨蹭蹭,mo2 mo2 ceng4 ceng4],to dillydally,slow-going,,,,,,,,,,,,,,,,
磨礪,磨砺,mo2 li4],to sharpen on grindstone,to improve oneself by practice,,,,,,,,,,,,,,,,
磨穿鐵硯,磨穿铁砚,mo2 chuan1 tie3 yan4],to grind one's way through an ink stone,to persevere in a difficult task (idiom),to study diligently (idiom),,,,,,,,,,,,,,,
磨練,磨练,mo2 lian4],to temper oneself,to steel oneself,self-discipline,endurance,,,,,,,,,,,,,,
磨耗,磨耗,mo2 hao4],wear and tear,wearing out by friction,,,,,,,,,,,,,,,,
磨腳石,磨脚石,mo2 jiao3 shi2],pumice stone,,,,,,,,,,,,,,,,,
磨菇,磨菇,mo2 gu5],variant of 蘑菇[mo2 gu5],,,,,,,,,,,,,,,,,
磨蝕,磨蚀,mo2 shi2],erosion,abrasion,,,,,,,,,,,,,,,,
磨製石器,磨制石器,mo2 zhi4 shi2 qi4],a polished stone (neolithic) implement,,,,,,,,,,,,,,,,,
磨豆腐,磨豆腐,mo4 dou4 fu5],to grumble,to chatter away incessantly,,,,,,,,,,,,,,,,
磨起泡,磨起泡,mo2 qi3 pao4],friction blister,,,,,,,,,,,,,,,,,
磨蹭,磨蹭,mo2 ceng5],to rub lightly,to move slowly,to dawdle,to dillydally,to pester,to nag,,,,,,,,,,,,
磨難,磨难,mo2 nan4],a torment,a trial,tribulation,a cross (to bear),well-tried,,,,,,,,,,,,,
磨齒,磨齿,mo2 chi3],molar tooth,,,,,,,,,,,,,,,,,
磪,磪,cui1],a high mountain,precipitous,,,,,,,,,,,,,,,,
磬,磬,qing4],chime stones ancient percussion instrument made of stone or jade pieces hung in a row and struck as a xylophone,,,,,,,,,,,,,,,,,
磬竭,磬竭,qing4 jie2],used up,exhausted,emptied,,,,,,,,,,,,,,,
磭,磭,chuo4],big lip,,,,,,,,,,,,,,,,,
磯,矶,ji1],breakwater,jetty,,,,,,,,,,,,,,,,
磯鷸,矶鹬,ji1 yu4],(bird species of China) common sandpiper (Actitis hypoleucos),,,,,,,,,,,,,,,,,
磲,磲,qu2],Tridacna gigas,,,,,,,,,,,,,,,,,
磴,磴,deng4],cliff-ledge,stone step,,,,,,,,,,,,,,,,
磴口,磴口,Deng4 kou3],Dengkou county in Bayan Nur 巴彥淖爾|巴彦淖尔[Ba1 yan4 nao4 er3] Inner Mongolia,,,,,,,,,,,,,,,,,
磴口縣,磴口县,Deng4 kou3 xian4],Dengkou county in Bayan Nur 巴彥淖爾|巴彦淖尔[Ba1 yan4 nao4 er3] Inner Mongolia,,,,,,,,,,,,,,,,,
磵,磵,jian4],variant of 澗|涧[jian4],,,,,,,,,,,,,,,,,
磷,磷,lin2],phosphorus (chemistry),,,,,,,,,,,,,,,,,
磷光,磷光,lin2 guang1],phosphorescence,,,,,,,,,,,,,,,,,
磷化鈣,磷化钙,lin2 hua4 gai4],calcium phosphate (chemistry),,,,,,,,,,,,,,,,,
磷火,磷火,lin2 huo3],phosphorescence,,,,,,,,,,,,,,,,,
磷灰石,磷灰石,lin2 hui1 shi2],apatite,phosphatic limestone,,,,,,,,,,,,,,,,
磷灰粉,磷灰粉,lin2 hui1 fen3],apatite (phosphatic lime),,,,,,,,,,,,,,,,,
磷石,磷石,lin2 shi2],muscovite mica (used in TCM),Muscovitum,,,,,,,,,,,,,,,,
磷磷,磷磷,lin2 lin2],variant of 粼粼[lin2 lin2],,,,,,,,,,,,,,,,,
磷礦,磷矿,lin2 kuang4],phosphate ore,,,,,,,,,,,,,,,,,
磷礦石,磷矿石,lin2 kuang4 shi2],phosphate,,,,,,,,,,,,,,,,,
磷肥,磷肥,lin2 fei2],phosphate fertilizer,,,,,,,,,,,,,,,,,
磷脂,磷脂,lin2 zhi1],phospholipid,,,,,,,,,,,,,,,,,
磷酸,磷酸,lin2 suan1],phosphoric acid,,,,,,,,,,,,,,,,,
磷酸鈉,磷酸钠,lin2 suan1 na4],sodium phosphate (chemistry),,,,,,,,,,,,,,,,,
磷酸鈣,磷酸钙,lin2 suan1 gai4],calcium phosphate (chemistry),,,,,,,,,,,,,,,,,
磷酸鹽,磷酸盐,lin2 suan1 yan2],phosphate,,,,,,,,,,,,,,,,,
磷酸鹽岩,磷酸盐岩,lin2 suan1 yan2 yan2],phosphorite,phosphate rock,,,,,,,,,,,,,,,,
磹,磹,dian4],stone wedge,,,,,,,,,,,,,,,,,
磺,磺,huang2],sulfur,,,,,,,,,,,,,,,,,
磺胺,磺胺,huang2 an4],sulfa drugs,sulfanilamide (used to reduce fever),,,,,,,,,,,,,,,,
磻,磻,pan2],name of a river in Shaanxi,,,,,,,,,,,,,,,,,
磽,硗,qiao1],stony soil,,,,,,,,,,,,,,,,,
礀,礀,jian4],variant of 澗|涧[jian4],,,,,,,,,,,,,,,,,
礁,礁,jiao1],reef,shoal rock,,,,,,,,,,,,,,,,
礁島,礁岛,jiao1 dao3],reef island,,,,,,,,,,,,,,,,,
礁湖,礁湖,jiao1 hu2],lagoon,,,,,,,,,,,,,,,,,
礁湖星雲,礁湖星云,Jiao1 hu2 xing1 yun2],Lagoon Nebula M8,,,,,,,,,,,,,,,,,
礁溪,礁溪,Jiao1 xi1],Jiaoxi or Chiaohsi township in Yilan county 宜蘭縣|宜兰县[Yi2 lan2 xian4] Taiwan,,,,,,,,,,,,,,,,,
礁溪鄉,礁溪乡,Jiao1 xi1 xiang1],Jiaoxi or Chiaohsi township in Yilan county 宜蘭縣|宜兰县[Yi2 lan2 xian4] Taiwan,,,,,,,,,,,,,,,,,
礁石,礁石,jiao1 shi2],reef,,,,,,,,,,,,,,,,,
礄,硚,qiao2],used in place names,see 礄頭|硚头[Qiao2 tou2],,,,,,,,,,,,,,,,
礄口,硚口,Qiao2 kou3],Qiaokou district of Wuhan city 武漢市|武汉市[Wu3 han4 shi4] Hubei,,,,,,,,,,,,,,,,,
礄口區,硚口区,Qiao2 kou3 qu1],Qiaokou district of Wuhan city 武漢市|武汉市[Wu3 han4 shi4] Hubei,,,,,,,,,,,,,,,,,
礄頭,硚头,Qiao2 tou2],Qiaotou Sichuan,,,,,,,,,,,,,,,,,
礅,礅,dun1],stone block,,,,,,,,,,,,,,,,,
礆,硷,jian3],variant of 鹼|碱 alkali,,,,,,,,,,,,,,,,,
礌,礌,lei4],see 礌石[lei4 shi2],,,,,,,,,,,,,,,,,
礌石,礌石,lei4 shi2],(old) stones that can be rolled down onto an attacking enemy,,,,,,,,,,,,,,,,,
礎,础,chu3],foundation,base,,,,,,,,,,,,,,,,
礐,礐,hu2],(arch.) precious stone,,,,,,,,,,,,,,,,,
礐,礐,que4],(arch.) large stone,boulder,hard,,,,,,,,,,,,,,,
礓,礓,jiang1],a small stone,,,,,,,,,,,,,,,,,
礗,礗,pin1],sound of crushed stone,,,,,,,,,,,,,,,,,
礙,碍,ai4],to hinder,to obstruct,to block,,,,,,,,,,,,,,,
礙事,碍事,ai4 shi4],(usu used in the negative) to be of importance or to matter,to be in the way,to be a hindrance,,,,,,,,,,,,,,,
礙口,碍口,ai4 kou3],to shy to speak out,tongue-tied,to hesitate,too embarrassing for words,,,,,,,,,,,,,,
礙口識羞,碍口识羞,ai4 kou3 shi2 xiu1],tongue-tied for fear of embarrassment (idiom),,,,,,,,,,,,,,,,,
礙手礙腳,碍手碍脚,ai4 shou3 ai4 jiao3],to be in the way,to be a hindrance,,,,,,,,,,,,,,,,
礙眼,碍眼,ai4 yan3],to be an irksome presence (i.e. sth or sb one wishes were not there),,,,,,,,,,,,,,,,,
礙胃口,碍胃口,ai4 wei4 kou3],to impair the appetite,,,,,,,,,,,,,,,,,
礙難,碍难,ai4 nan2],inconvenient,difficult for some reason,to find sth embarrassing,,,,,,,,,,,,,,,
礙難從命,碍难从命,ai4 nan2 cong2 ming4],difficult to obey orders (idiom); much to my embarrassment I am unable to comply,,,,,,,,,,,,,,,,,
礙面子,碍面子,ai4 mian4 zi5],(not do sth) for fear of offending sb,,,,,,,,,,,,,,,,,
礚,礚,ke1],variant of 磕[ke1],,,,,,,,,,,,,,,,,
礜,礜,yu4],arsenic,,,,,,,,,,,,,,,,,
礜石,礜石,yu4 shi2],arsenic ore,arsenopiryte FeAsS,,,,,,,,,,,,,,,,
礝,礝,ruan3],old variant of 碝[ruan3],,,,,,,,,,,,,,,,,
礞,礞,meng2],(mineral),,,,,,,,,,,,,,,,,
礡,礴,bo2],to fill,to extend,,,,,,,,,,,,,,,,
礤,礤,ca3],shredder,grater (kitchen implement for grating vegetables),grindstone,,,,,,,,,,,,,,,
礤床,礤床,ca3 chuang2],vegetable shredder,grater,,,,,,,,,,,,,,,,
礤床兒,礤床儿,ca3 chuang2 r5],shredder,grater (kitchen implement for grating vegetables),,,,,,,,,,,,,,,,
礦,矿,kuang4],ore,mine,,,,,,,,,,,,,,,,
礦主,矿主,kuang4 zhu3],proprietor of a mine,,,,,,,,,,,,,,,,,
礦井,矿井,kuang4 jing3],a mine,a mine shaft,,,,,,,,,,,,,,,,
礦務局,矿务局,kuang4 wu4 ju2],mining affairs bureau,,,,,,,,,,,,,,,,,
礦區,矿区,kuang4 qu1],mining site,mining area,,,,,,,,,,,,,,,,
礦坑,矿坑,kuang4 keng1],mine,mine shaft,,,,,,,,,,,,,,,,
礦場,矿场,kuang4 chang3],a mine,pit,,,,,,,,,,,,,,,,
礦層,矿层,kuang4 ceng2],ore stratum,vein of ore,,,,,,,,,,,,,,,,
礦山,矿山,kuang4 shan1],mine,,,,,,,,,,,,,,,,,
礦工,矿工,kuang4 gong1],miner,,,,,,,,,,,,,,,,,
礦床,矿床,kuang4 chuang2],(mineral) deposit,,,,,,,,,,,,,,,,,
礦業,矿业,kuang4 ye4],mining industry,,,,,,,,,,,,,,,,,
礦水,矿水,kuang4 shui3],mineral water,,,,,,,,,,,,,,,,,
礦油精,矿油精,kuang4 you2 jing1],mineral spirits,,,,,,,,,,,,,,,,,
礦泉,矿泉,kuang4 quan2],mineral spring,,,,,,,,,,,,,,,,,
礦泉水,矿泉水,kuang4 quan2 shui3],mineral spring water,CL:瓶[ping2]杯[bei1],,,,,,,,,,,,,,,,
礦渣,矿渣,kuang4 zha1],slag (mining),,,,,,,,,,,,,,,,,
礦燈,矿灯,kuang4 deng1],miner's lamp,mine light,,,,,,,,,,,,,,,,
礦物,矿物,kuang4 wu4],mineral,,,,,,,,,,,,,,,,,
礦物學,矿物学,kuang4 wu4 xue2],mineralogy,,,,,,,,,,,,,,,,,
礦物燃料,矿物燃料,kuang4 wu4 ran2 liao4],fossil fuels,oil and coal,,,,,,,,,,,,,,,,
礦物質,矿物质,kuang4 wu4 zhi4],mineral esp. dietary mineral,,,,,,,,,,,,,,,,,
礦產,矿产,kuang4 chan3],minerals,,,,,,,,,,,,,,,,,
礦產資源,矿产资源,kuang4 chan3 zi1 yuan2],mineral resources,,,,,,,,,,,,,,,,,
礦石,矿石,kuang4 shi2],ore,,,,,,,,,,,,,,,,,
礦脂,矿脂,kuang4 zhi1],vaseline,same as 凡士林,,,,,,,,,,,,,,,,
礦脈,矿脉,kuang4 mai4],vein of ore,,,,,,,,,,,,,,,,,
礦藏,矿藏,kuang4 cang2],mineral resources,,,,,,,,,,,,,,,,,
礦車,矿车,kuang4 che1],miner's cart,pit truck,,,,,,,,,,,,,,,,
礦難,矿难,kuang4 nan4],mining disaster,,,,,,,,,,,,,,,,,
礦體,矿体,kuang4 ti3],ore body (geology),,,,,,,,,,,,,,,,,
礦鹽,矿盐,kuang4 yan2],halite,,,,,,,,,,,,,,,,,
礧,礧,lei4],roll stone down hill,stone pile,,,,,,,,,,,,,,,,
礪,砺,li4],grind,sandstone,,,,,,,,,,,,,,,,
礫,砾,li4],gravel,small stone,,,,,,,,,,,,,,,,
礫岩,砾岩,li4 yan2],conglomerate (geology),,,,,,,,,,,,,,,,,
礫石,砾石,li4 shi2],gravel,pebbles,,,,,,,,,,,,,,,,
礬,矾,fan2],alum,,,,,,,,,,,,,,,,,
礮,礮,pao4],ancient ballista for throwing heavy stones,variant of 炮[pao4] cannon,,,,,,,,,,,,,,,,
礱,砻,long2],to grind,to mill,,,,,,,,,,,,,,,,
礲,礲,long2],variant of 礱|砻 to grind,to mill,,,,,,,,,,,,,,,,
礵,礵,shuang1],arsenic,,,,,,,,,,,,,,,,,
示,示,shi4],to show,to reveal,,,,,,,,,,,,,,,,
示例,示例,shi4 li4],to illustrate,typical example,,,,,,,,,,,,,,,,
示例代碼,示例代码,shi4 li4 dai4 ma3],sample code (computing),,,,,,,,,,,,,,,,,
示好,示好,shi4 hao3],to express goodwill,to be friendly,,,,,,,,,,,,,,,,
示威,示威,shi4 wei1],to demonstrate (as a protest),a demonstration,a military show of force,,,,,,,,,,,,,,,
示威者,示威者,shi4 wei1 zhe3],demonstrator,protester,,,,,,,,,,,,,,,,
示威遊行,示威游行,shi4 wei1 you2 xing2],(protest) demonstration,,,,,,,,,,,,,,,,,
示威運動,示威运动,shi4 wei1 yun4 dong4],rally,,,,,,,,,,,,,,,,,
示寂,示寂,shi4 ji4],to pass away (of a monk or nun),,,,,,,,,,,,,,,,,
示弱,示弱,shi4 ruo4],not to fight back,to take it lying down,to show weakness,to show one's softer side,,,,,,,,,,,,,,
示性,示性,shi4 xing4],expressivity,,,,,,,,,,,,,,,,,
示性類,示性类,shi4 xing4 lei4],characteristic class (math.),,,,,,,,,,,,,,,,,
示恩,示恩,shi4 en1],to show kindness,,,,,,,,,,,,,,,,,
示意,示意,shi4 yi4],to hint,to indicate (an idea to sb),,,,,,,,,,,,,,,,
示意圖,示意图,shi4 yi4 tu2],sketch,schematic diagram,graph,,,,,,,,,,,,,,,
示波器,示波器,shi4 bo1 qi4],oscillograph,oscilloscope,,,,,,,,,,,,,,,,
示現,示现,shi4 xian4],(of a deity) to take a material shape,to appear,,,,,,,,,,,,,,,,
示眾,示众,shi4 zhong4],to publicly expose,,,,,,,,,,,,,,,,,
示範,示范,shi4 fan4],to demonstrate,to show how to do sth,demonstration,a model example,,,,,,,,,,,,,,
示覆,示复,shi4 fu4],please answer (epistolary style),,,,,,,,,,,,,,,,,
示警,示警,shi4 jing3],to warn,a warning sign,,,,,,,,,,,,,,,,
礽,礽,reng2],blessings,,,,,,,,,,,,,,,,,
社,社,she4],society,group,club,agency,(old) god of the land,,,,,,,,,,,,,
社交,社交,she4 jiao1],interaction,social contact,,,,,,,,,,,,,,,,
社交恐懼症,社交恐惧症,she4 jiao1 kong3 ju4 zheng4],social phobia,social anxiety,,,,,,,,,,,,,,,,
社交才能,社交才能,she4 jiao1 cai2 neng2],social accomplishment,,,,,,,,,,,,,,,,,
社交舞,社交舞,she4 jiao1 wu3],social dancing,,,,,,,,,,,,,,,,,
社交語言,社交语言,she4 jiao1 yu3 yan2],lingua franca,,,,,,,,,,,,,,,,,
社保,社保,she4 bao3],social insurance,abbr. for 社會保險|社会保险,,,,,,,,,,,,,,,,
社區,社区,she4 qu1],community,,,,,,,,,,,,,,,,,
社員,社员,she4 yuan2],commune member (PRC 1958-1985),member of a society (or other organization),,,,,,,,,,,,,,,,
社團,社团,she4 tuan2],association,society,group,union,club,organization,,,,,,,,,,,,
社學,社学,she4 xue2],Ming or Qing dynasty school,,,,,,,,,,,,,,,,,
社工,社工,she4 gong1],social work,social worker,,,,,,,,,,,,,,,,
社工人,社工人,she4 gong1 ren2],social worker,,,,,,,,,,,,,,,,,
社戲,社戏,she4 xi4],theatrical performance (e.g. on religious festival),,,,,,,,,,,,,,,,,
社教,社教,she4 jiao4],Socialist education,abbr. for 社會主義教育運動|社会主义教育运动,,,,,,,,,,,,,,,,
社旗,社旗,She4 qi2],Sheqi county in Nanyang 南陽|南阳[Nan2 yang2] Henan,,,,,,,,,,,,,,,,,
社旗縣,社旗县,She4 qi2 xian4],Sheqi county in Nanyang 南陽|南阳[Nan2 yang2] Henan,,,,,,,,,,,,,,,,,
社會,社会,she4 hui4],society,CL:個|个[ge4],,,,,,,,,,,,,,,,
社會主義,社会主义,she4 hui4 zhu3 yi4],socialism,,,,,,,,,,,,,,,,,
社會主義教育運動,社会主义教育运动,She4 hui4 Zhu3 yi4 Jiao4 yu4 Yun4 dong4],Socialist Education Movement (1963-66) formal name of the Four Cleanups Movement 四清運動|四清运动[Si4 qing1 Yun4 dong4],,,,,,,,,,,,,,,,,
社會主義者,社会主义者,she4 hui4 zhu3 yi4 zhe3],socialist,,,,,,,,,,,,,,,,,
社會事業,社会事业,she4 hui4 shi4 ye4],social enterprise,,,,,,,,,,,,,,,,,
社會保障,社会保障,she4 hui4 bao3 zhang4],social security,,,,,,,,,,,,,,,,,
社會保險,社会保险,she4 hui4 bao3 xian3],social security,abbr. to 社保,,,,,,,,,,,,,,,,
社會公共利益,社会公共利益,she4 hui4 gong1 gong4 li4 yi4],public interest,,,,,,,,,,,,,,,,,
社會化,社会化,she4 hui4 hua4],socialization,to socialize,to fit into society,to train sb for society,,,,,,,,,,,,,,
社會名流,社会名流,she4 hui4 ming2 liu2],celebrity,public figure,,,,,,,,,,,,,,,,
社會團體,社会团体,she4 hui4 tuan2 ti3],social group,community organization,,,,,,,,,,,,,,,,
社會學,社会学,she4 hui4 xue2],sociology,,,,,,,,,,,,,,,,,
社會工作,社会工作,she4 hui4 gong1 zuo4],social work,,,,,,,,,,,,,,,,,
社會工作者,社会工作者,she4 hui4 gong1 zuo4 zhe3],caseworker,social worker,,,,,,,,,,,,,,,,
社會平等,社会平等,she4 hui4 ping2 deng3],social equality,,,,,,,,,,,,,,,,,
社會性,社会性,she4 hui4 xing4],social,,,,,,,,,,,,,,,,,
社會服務,社会服务,she4 hui4 fu2 wu4],social security (pensions medical insurance),,,,,,,,,,,,,,,,,
社會正義,社会正义,she4 hui4 zheng4 yi4],social justice,,,,,,,,,,,,,,,,,
社會民主,社会民主,she4 hui4 min2 zhu3],social democracy,,,,,,,,,,,,,,,,,
社會民主主義,社会民主主义,she4 hui4 min2 zhu3 zhu3 yi4],social democracy,,,,,,,,,,,,,,,,,
社會民主黨,社会民主党,she4 hui4 min2 zhu3 dang3],Social Democratic Party,,,,,,,,,,,,,,,,,
社會環境,社会环境,she4 hui4 huan2 jing4],milieu,social environment,,,,,,,,,,,,,,,,
社會科學,社会科学,she4 hui4 ke1 xue2],social sciences,,,,,,,,,,,,,,,,,
社會等級,社会等级,she4 hui4 deng3 ji2],social rank,class,caste,,,,,,,,,,,,,,,
社會經濟,社会经济,she4 hui4 jing1 ji4],socio-economic,,,,,,,,,,,,,,,,,
社會總需求,社会总需求,she4 hui4 zong3 xu1 qiu2],aggregate social demand,total requirement of society,,,,,,,,,,,,,,,,
社會行動,社会行动,she4 hui4 xing2 dong4],social actions,,,,,,,,,,,,,,,,,
社會語言學,社会语言学,she4 hui4 yu3 yan2 xue2],sociolinguistics,,,,,,,,,,,,,,,,,
社會關係,社会关系,she4 hui4 guan1 xi4],social relation,,,,,,,,,,,,,,,,,
社會關懷,社会关怀,she4 hui4 guan1 huai2],social care,,,,,,,,,,,,,,,,,
社會階層,社会阶层,she4 hui4 jie1 ceng2],social hierarchy,stratum in society,social status,,,,,,,,,,,,,,,
社會黨,社会党,she4 hui4 dang3],socialist party,,,,,,,,,,,,,,,,,
社民黨,社民党,She4 min2 dang3],Social Democratic party,,,,,,,,,,,,,,,,,
社火,社火,she4 huo3],festival entertainment (lion dance dragon lantern etc),,,,,,,,,,,,,,,,,
社科,社科,she4 ke1],social science (abbr.),,,,,,,,,,,,,,,,,
社科院,社科院,She4 ke1 yuan4],(Chinese) Academy of Social Sciences (CASS),,,,,,,,,,,,,,,,,
社稷,社稷,she4 ji4],state,country,the Gods of earth and grain,,,,,,,,,,,,,,,
社維法,社维法,she4 wei2 fa3],(Taiwan) public order laws,abbr. of 社會秩序維護法|社会秩序维护法,,,,,,,,,,,,,,,,
社群,社群,she4 qun2],community,social grouping,,,,,,,,,,,,,,,,
社評,社评,she4 ping2],editorial (in a newspaper),also written 社論|社论,,,,,,,,,,,,,,,,
社論,社论,she4 lun4],editorial (in a newspaper),CL:篇[pian1],,,,,,,,,,,,,,,,
社長,社长,she4 zhang3],president or director (of association etc),,,,,,,,,,,,,,,,,
社頭,社头,She4 tou2],Shetou township in Changhua county 彰化縣|彰化县[Zhang1 hua4 xian4] Taiwan,,,,,,,,,,,,,,,,,
社頭鄉,社头乡,She4 tou2 xiang1],Shetou township in Changhua county 彰化縣|彰化县[Zhang1 hua4 xian4] Taiwan,,,,,,,,,,,,,,,,,
社鼠城狐,社鼠城狐,she4 shu3 cheng2 hu2],lit. rat in a country shrine fox on town walls; fig. unprincipled thugs who abuse others' power to bully and exploit people,,,,,,,,,,,,,,,,,
礿,礿,yue4],spring imperial ancestral sacrifice,,,,,,,,,,,,,,,,,
祀,祀,si4],to sacrifice,to offer libation to,,,,,,,,,,,,,,,,
祀物,祀物,si4 wu4],sacrificial objects,,,,,,,,,,,,,,,,,
祀神,祀神,si4 shen2],to offer sacrifices to the gods,,,,,,,,,,,,,,,,,
祁,祁,Qi2],surname Qi,,,,,,,,,,,,,,,,,
祁,祁,qi2],large,vast,,,,,,,,,,,,,,,,
祁奚,祁奚,Qi2 Xi1],Qi Xi (c. 620-550 BC) minister of Jin state 晉國|晋国[Jin4 guo2] of the Spring and Autumn states,,,,,,,,,,,,,,,,,
祁奚之薦,祁奚之荐,Qi2 Xi1 zhi1 jian4],Qi Xi's recommendation (idiom); recommending the best person for the job independent of factional loyalty,,,,,,,,,,,,,,,,,
祁東,祁东,Qi2 dong1],Qidong county in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
祁東縣,祁东县,Qi2 dong1 xian4],Qidong county in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
祁縣,祁县,Qi2 xian4],Qixian county in Jinzhong 晉中|晋中[Jin4 zhong1] Shanxi,,,,,,,,,,,,,,,,,
祁連,祁连,Qi2 lian2],Qilian county in Haibei Tibetan autonomous prefecture 海北藏族自治州[Hai3 bei3 Zang4 zu2 zi4 zhi4 zhou1] Qinghai,,,,,,,,,,,,,,,,,
祁連山,祁连山,Qi2 lian2 shan1],Mt Qilian in Qinhai,,,,,,,,,,,,,,,,,
祁連山脈,祁连山脉,Qi2 lian2 Shan1 mai4],Qilian Mountains (formerly Richthofen Range) dividing Qinghai and Gansu provinces,,,,,,,,,,,,,,,,,
祁連縣,祁连县,Qi2 lian2 xian4],Qilian county in Haibei Tibetan autonomous prefecture 海北藏族自治州[Hai3 bei3 Zang4 zu2 zi4 zhi4 zhou1] Qinghai,,,,,,,,,,,,,,,,,
祁門,祁门,Qi2 men2],Qimen county in Huangshan 黃山|黄山[Huang2 shan1] Anhui,,,,,,,,,,,,,,,,,
祁門縣,祁门县,Qi2 men2 xian4],Qimen county in Huangshan 黃山|黄山[Huang2 shan1] Anhui,,,,,,,,,,,,,,,,,
祁陽,祁阳,Qi2 yang2],Qinyang county in Yongzhou 永州[Yong3 zhou1] Hunan,,,,,,,,,,,,,,,,,
祁陽縣,祁阳县,Qi2 yang2 xian4],Qinyang county in Yongzhou 永州[Yong3 zhou1] Hunan,,,,,,,,,,,,,,,,,
祂,祂,ta1],(third person pronoun for a divine being),,,,,,,,,,,,,,,,,
祄,祄,xie4],to bless,,,,,,,,,,,,,,,,,
祅,祅,yao1],evil spirit,goblin,witchcraft,variant of 妖[yao1],common erroneous variant of 祆[Xian1] Ormazda,,,,,,,,,,,,,
祆,祆,Xian1],Ormazda the Sun God of the Zoroastrians and Manicheans,the Sun God,,,,,,,,,,,,,,,,
祆教,祆教,Xian1 jiao4],Zoroastrianism,,,,,,,,,,,,,,,,,
祆道,祆道,Xian1 dao4],Zoroastrianism,see also 祆教[Xian1 jiao4],,,,,,,,,,,,,,,,
祇,只,zhi3],variant of 只[zhi3],,,,,,,,,,,,,,,,,
祇,祇,qi2],earth-spirit,peace,,,,,,,,,,,,,,,,
祇不過,只不过,zhi3 bu4 guo4],it's just that ...,,,,,,,,,,,,,,,,,
祈,祈,qi2],to implore,to pray,to request,,,,,,,,,,,,,,,
