士子,士子,shi4 zi3],official,scholar (old),,,,,,,,,,,,,,,,
士學位,士学位,shi4 xue2 wei4],bachelor's degree,,,,,,,,,,,,,,,,,
士官,士官,shi4 guan1],warrant officer,petty officer,noncommissioned officer (NCO),Japanese military officer,,,,,,,,,,,,,,
士巴拿,士巴拿,shi4 ba1 na2],(dialect) spanner (loanword),,,,,,,,,,,,,,,,,
士師記,士师记,Shi4 shi1 ji4],Book of Judges,,,,,,,,,,,,,,,,,
士敏土,士敏土,shi4 min3 tu3],cement (loanword) (old),,,,,,,,,,,,,,,,,
士族,士族,shi4 zu2],land-owning class esp. during Wei Jin and North-South dynasties 魏晉南北朝|魏晋南北朝,,,,,,,,,,,,,,,,,
士林,士林,Shi4 lin2],Shilin or Shihlin district of Taipei City 臺北市|台北市[Tai2 bei3 shi4] Taiwan,,,,,,,,,,,,,,,,,
士林區,士林区,Shi4 lin2 qu1],Shilin or Shihlin district of Taipei City 臺北市|台北市[Tai2 bei3 shi4] Taiwan,,,,,,,,,,,,,,,,,
士氣,士气,shi4 qi4],morale,,,,,,,,,,,,,,,,,
士為知己者死，女為悅己者容,士为知己者死，女为悦己者容,shi4 wei4 zhi1 ji3 zhe3 si3 nu:3 wei4 yue4 ji3 zhe3 rong2],a true gentleman will sacrifice his life for a friend who understands him as a woman makes herself beautiful for her sweetheart,,,,,,,,,,,,,,,,,
士農工商,士农工商,shi4 nong2 gong1 shang1],the four classes of ancient China i.e. scholars farmers artisans and merchants,,,,,,,,,,,,,,,,,
壬,壬,ren2],ninth of the ten Heavenly Stems 十天干[shi2 tian1 gan1],ninth in order,"letter ""I"" or roman ""IX"" in list ""A B C"" or ""I II III"" etc",ancient Chinese compass point: 345°,nona,,,,,,,,,,,,,
壬午,壬午,ren2 wu3],nineteenth year I7 of the 60 year cycle e.g. 2002 or 2062,,,,,,,,,,,,,,,,,
壬子,壬子,ren2 zi3],forty ninth year I1 of the 60 year cycle e.g. 1972 or 2032,,,,,,,,,,,,,,,,,
壬寅,壬寅,ren2 yin2],thirty ninth year I3 of the 60 year cycle e.g. 1962 or 2022,,,,,,,,,,,,,,,,,
壬戌,壬戌,ren2 xu1],fifty ninth year I11 of the 60 year cycle e.g. 1982 or 2042,,,,,,,,,,,,,,,,,
壬申,壬申,ren2 shen1],ninth year I9 of the 60 year cycle e.g. 1992 or 2052,,,,,,,,,,,,,,,,,
壬辰,壬辰,ren2 chen2],twenty ninth year I5 of the 60 year cycle e.g. 2012 or 2072,,,,,,,,,,,,,,,,,
壬辰倭亂,壬辰倭乱,ren2 chen2 wo1 luan4],Imjin war Japanese invasion of Korea 1592-1598,,,,,,,,,,,,,,,,,
壭,壭,xx5],"one of the characters used in kwukyel (phonetic ""san"") an ancient Korean writing system",,,,,,,,,,,,,,,,,
壯,壮,Zhuang4],Zhuang ethnic group of Guangxi the PRC's second most numerous ethnic group,Zhuang: Bouxcuengh,,,,,,,,,,,,,,,,
壯,壮,zhuang4],to strengthen,strong,robust,,,,,,,,,,,,,,,
壯丁,壮丁,zhuang4 ding1],able-bodied man (capable of fighting in a war),,,,,,,,,,,,,,,,,
壯圍,壮围,Zhuang4 wei2],Zhuangwei or Chuangwei township in Yilan county 宜蘭縣|宜兰县[Yi2 lan2 xian4] Taiwan,,,,,,,,,,,,,,,,,
壯圍鄉,壮围乡,Zhuang4 wei2 xiang1],Zhuangwei or Chuangwei township in Yilan county 宜蘭縣|宜兰县[Yi2 lan2 xian4] Taiwan,,,,,,,,,,,,,,,,,
壯士,壮士,zhuang4 shi4],hero,fighter,brave strong guy,warrior (in armor),,,,,,,,,,,,,,
壯大,壮大,zhuang4 da4],to expand,to strengthen,,,,,,,,,,,,,,,,
壯實,壮实,zhuang4 shi5],robust,sturdy,,,,,,,,,,,,,,,,
壯年,壮年,zhuang4 nian2],lit. robust years,prime of life,summer,able-bodied (fit for military service),mature (talent garden etc),,,,,,,,,,,,,
壯志,壮志,zhuang4 zhi4],great goal,magnificent aspiration,,,,,,,,,,,,,,,,
壯族,壮族,Zhuang4 zu2],Zhuang ethnic group of Guangxi the PRC's second most numerous ethnic group,Zhuang: Bouxcuengh,,,,,,,,,,,,,,,,
壯烈,壮烈,zhuang4 lie4],brave,heroic,,,,,,,,,,,,,,,,
壯碩,壮硕,zhuang4 shuo4],sturdy,thick and strong,,,,,,,,,,,,,,,,
壯美,壮美,zhuang4 mei3],magnificent,,,,,,,,,,,,,,,,,
壯舉,壮举,zhuang4 ju3],magnificent feat,impressive feat,heroic undertaking,heroic attempt,,,,,,,,,,,,,,
壯觀,壮观,zhuang4 guan1],spectacular,magnificent sight,,,,,,,,,,,,,,,,
壯語,壮语,Zhuang4 yu3],Zhuang language,language of the Zhuang ethnic group 壯族|壮族[Zhuang4 zu2] of Guangxi,,,,,,,,,,,,,,,,
壯語,壮语,zhuang4 yu3],magnificent talk,exaggeration,,,,,,,,,,,,,,,,
壯起膽子,壮起胆子,zhuang4 qi3 dan3 zi5],to proceed with sth even though scared,to put on a brave face,,,,,,,,,,,,,,,,
壯闊,壮阔,zhuang4 kuo4],grand,majestic,vast,,,,,,,,,,,,,,,
壯陽,壮阳,zhuang4 yang2],(TCM) to build up one's kidney yang,to boost male sex drive,,,,,,,,,,,,,,,,
壯麗,壮丽,zhuang4 li4],magnificence,magnificent,majestic,glorious,,,,,,,,,,,,,,
壱,壱,yi1],Japanese variant of 壹[yi1],,,,,,,,,,,,,,,,,
売,売,mai4],Japanese variant of 賣|卖[mai4],,,,,,,,,,,,,,,,,
壴,壴,Zhu4],surname Zhu,,,,,,,,,,,,,,,,,
壴,壴,zhu4],(archaic) drum,,,,,,,,,,,,,,,,,
壹,壹,yi1],one (banker's anti-fraud numeral),,,,,,,,,,,,,,,,,
壹敗塗地,壹败涂地,yi1 bai4 tu2 di4],beaten and wiped over the floor (idiom); to fail utterly,a crushing defeat,failed and in a hopeless position,,,,,,,,,,,,,,,
壺,壶,hu2],pot,classifier for bottled liquid,,,,,,,,,,,,,,,,
壺鈴,壶铃,hu2 ling2],kettlebell girya,,,,,,,,,,,,,,,,,
壺關,壶关,Hu2 guan1],Huguan county in Changzhi 長治|长治[Chang2 zhi4] Shanxi,,,,,,,,,,,,,,,,,
壺關縣,壶关县,Hu2 guan1 xian4],Huguan county in Changzhi 長治|长治[Chang2 zhi4] Shanxi,,,,,,,,,,,,,,,,,
壻,婿,xu4],variant of 婿[xu4],,,,,,,,,,,,,,,,,
壼,壸,kun3],palace corridor,fig. women's quarters,women,,,,,,,,,,,,,,,
壽,寿,Shou4],surname Shou,,,,,,,,,,,,,,,,,
壽,寿,shou4],long life,old age,age,life,birthday,funerary,,,,,,,,,,,,
壽保險公司,寿保险公司,shou4 bao3 xian3 gong1 si1],life insurance company,,,,,,,,,,,,,,,,,
壽光,寿光,Shou4 guang1],Shouguang county level city in Weifang 濰坊|潍坊[Wei2 fang1] Shandong,,,,,,,,,,,,,,,,,
壽光市,寿光市,Shou4 guang1 shi4],Shouguang county level city in Weifang 濰坊|潍坊[Wei2 fang1] Shandong,,,,,,,,,,,,,,,,,
壽司,寿司,shou4 si1],sushi,,,,,,,,,,,,,,,,,
壽命,寿命,shou4 ming4],life span,life expectancy,lifetime (of a machine),,,,,,,,,,,,,,,
壽命不長,寿命不长,shou4 ming4 bu4 chang2],one's days are numbered,not to have long to live (often fig.),,,,,,,,,,,,,,,,
壽喜燒,寿喜烧,shou4 xi3 shao1],sukiyaki,,,,,,,,,,,,,,,,,
壽堂,寿堂,shou4 tang2],mourning hall,a hall for a birthday celebration,,,,,,,,,,,,,,,,
壽寧,寿宁,Shou4 ning2],Shouning county in Ningde 寧德|宁德[Ning2 de2] Fujian,,,,,,,,,,,,,,,,,
壽寧縣,寿宁县,Shou4 ning2 xian4],Shouning county in Ningde 寧德|宁德[Ning2 de2] Fujian,,,,,,,,,,,,,,,,,
壽帶,寿带,shou4 dai4],(bird species of China) Asian paradise flycatcher (Terpsiphone paradisi),,,,,,,,,,,,,,,,,
壽數,寿数,shou4 shu5],predestined length of life,,,,,,,,,,,,,,,,,
壽數已盡,寿数已尽,shou4 shu4 yi3 jin3],to die (when one's predestined life span is up),,,,,,,,,,,,,,,,,
壽星,寿星,shou4 xing1],god of longevity,elderly person whose birthday is being celebrated,,,,,,,,,,,,,,,,
壽材,寿材,shou4 cai2],coffin,,,,,,,,,,,,,,,,,
壽桃,寿桃,shou4 tao2],(myth.) peaches of immortality kept by Xi Wangmu,fresh or confectionery peaches offered as a birthday gift,,,,,,,,,,,,,,,,
壽桃包,寿桃包,shou4 tao2 bao1],longevity peach bun,birthday peach bun,,,,,,,,,,,,,,,,
壽比南山,寿比南山,shou4 bi3 Nan2 Shan1],Live as long as the Zhongnan Mountains! (idiom),Long may you live!,,,,,,,,,,,,,,,,
壽王墳,寿王坟,Shou4 wang2 fen2],Shouwangfen town in Chengde 承德市[Cheng2 de2 shi4] Hebei,,,,,,,,,,,,,,,,,
壽王墳鎮,寿王坟镇,Shou4 wang2 fen2 zhen4],Shouwangfen town in Chengde 承德市[Cheng2 de2 shi4] Hebei,,,,,,,,,,,,,,,,,
壽禮,寿礼,shou4 li3],birthday present (for an old person),,,,,,,,,,,,,,,,,
壽筵,寿筵,shou4 yan2],birthday banquet,,,,,,,,,,,,,,,,,
壽糕,寿糕,shou4 gao1],birthday cake,,,,,,,,,,,,,,,,,
壽終,寿终,shou4 zhong1],to die of old age,to live to a ripe old age,(fig.) (of sth) to come to an end (after a long period of service),,,,,,,,,,,,,,,
壽終正寢,寿终正寝,shou4 zhong1 zheng4 qin3],to die of old age,to die in one's bed at a ripe old age,,,,,,,,,,,,,,,,
壽縣,寿县,Shou4 xian4],Shou county in Lu'an 六安[Lu4 an1] Anhui,,,,,,,,,,,,,,,,,
壽考,寿考,shou4 kao3],long life,life span,,,,,,,,,,,,,,,,
壽衣,寿衣,shou4 yi1],burial clothes,,,,,,,,,,,,,,,,,
壽豐,寿丰,Shou4 feng1],Shoufeng township in Hualien county 花蓮縣|花莲县[Hua1 lian2 xian4] east Taiwan,,,,,,,,,,,,,,,,,
壽豐鄉,寿丰乡,Shou4 feng1 xiang1],Shoufeng township in Hualien county 花蓮縣|花莲县[Hua1 lian2 xian4] east Taiwan,,,,,,,,,,,,,,,,,
壽辰,寿辰,shou4 chen2],birthday (of an old person),,,,,,,,,,,,,,,,,
壽限,寿限,shou4 xian4],lifetime,length of life,,,,,,,,,,,,,,,,
壽陽,寿阳,Shou4 yang2],Shouyang county in Jinzhong 晉中|晋中[Jin4 zhong1] Shanxi,,,,,,,,,,,,,,,,,
壽陽縣,寿阳县,Shou4 yang2 xian4],Shouyang county in Jinzhong 晉中|晋中[Jin4 zhong1] Shanxi,,,,,,,,,,,,,,,,,
壽險,寿险,shou4 xian3],life insurance,abbr. for 人壽保險|人寿保险,,,,,,,,,,,,,,,,
壽麵,寿面,shou4 mian4],birthday noodles (for longevity),,,,,,,,,,,,,,,,,
壿,壿,zun1],goblet,bottle,wine-jar,,,,,,,,,,,,,,,
夀,夀,shou4],old variant of 壽|寿[shou4],,,,,,,,,,,,,,,,,
夂,夂,zhi3],walk slowly component in Chinese characters,see also 冬字頭|冬字头[dong1 zi4 tou2],,,,,,,,,,,,,,,,
夅,夅,jiang4],old variant of 降[jiang4],,,,,,,,,,,,,,,,,
夅,夅,xiang2],old variant of 降[xiang2],,,,,,,,,,,,,,,,,
夆,夆,feng2],to butt (as horned animals),,,,,,,,,,,,,,,,,
変,変,bian4],Japanese variant of 變|变[bian4],,,,,,,,,,,,,,,,,
夊,夊,sui1],see 夂[zhi3],,,,,,,,,,,,,,,,,
夌,夌,ling2],to dawdle,the name of the father of the Emperor Yao,,,,,,,,,,,,,,,,
夏,夏,Xia4],the Xia or Hsia dynasty c. 2000 BC,Xia of the Sixteen Kingdoms (407-432),surname Xia,,,,,,,,,,,,,,,
夏,夏,xia4],summer,,,,,,,,,,,,,,,,,
夏代,夏代,Xia4 dai4],Xia or Hsia dynasty c. 2000 BC,,,,,,,,,,,,,,,,,
夏令,夏令,xia4 ling4],summer,summer weather,,,,,,,,,,,,,,,,
夏令時,夏令时,xia4 ling4 shi2],daylight saving time,,,,,,,,,,,,,,,,,
夏令營,夏令营,xia4 ling4 ying2],summer camp,,,,,,,,,,,,,,,,,
夏利,夏利,Xia4 li4],Xiali car brand by Tianjin FAW Xiali Motor Company,,,,,,,,,,,,,,,,,
夏商周,夏商周,Xia4 Shang1 zhou1],Xia Shang and Zhou the earliest named Chinese dynasties,,,,,,,,,,,,,,,,,
夏士蓮,夏士莲,Xia4 shi4 lian2],Hazeline Unilever range of skin care products,,,,,,,,,,,,,,,,,
夏天,夏天,xia4 tian1],summer,CL:個|个[ge4],,,,,,,,,,,,,,,,
夏威夷,夏威夷,Xia4 wei1 yi2],Hawaii US state,,,,,,,,,,,,,,,,,
夏威夷島,夏威夷岛,Xia4 wei1 yi2 Dao3],Hawaii island,,,,,,,,,,,,,,,,,
夏威夷州,夏威夷州,Xia4 wei1 yi2 zhou1],Hawai US state,,,,,,,,,,,,,,,,,
夏威夷果,夏威夷果,Xia4 wei1 yi2 guo3],macadamia nut,,,,,,,,,,,,,,,,,
夏威夷火山國家公園,夏威夷火山国家公园,Xia4 wei1 yi2 Huo3 shan1 Guo2 jia1 Gong1 yuan2],Hawaii Volcanoes National Park,,,,,,,,,,,,,,,,,
夏娃,夏娃,Xia4 wa2],Eve,,,,,,,,,,,,,,,,,
夏季,夏季,xia4 ji4],summer,,,,,,,,,,,,,,,,,
夏州,夏州,Xia4 zhou1],old place name (up to Tang) in Hengshan county 橫山縣|横山县 Yulin Shaanxi,,,,,,,,,,,,,,,,,
夏延,夏延,Xia4 yan2],Cheyenne capital of Wyoming,,,,,,,,,,,,,,,,,
夏敬渠,夏敬渠,Xia4 Jing4 qu2],Xia Jingqu (1705-1787) Qing novelist author of monumental novel 野叟曝言[Ye3 sou3 Pu4 yan2] Humble Words of a Rustic Elder,,,,,,,,,,,,,,,,,
夏日,夏日,xia4 ri4],summertime,,,,,,,,,,,,,,,,,
夏時制,夏时制,xia4 shi2 zhi4],daylight saving time,,,,,,,,,,,,,,,,,
夏普,夏普,Xia4 pu3],Sharp Corporation,,,,,,,,,,,,,,,,,
夏曆,夏历,xia4 li4],the traditional Chinese lunar calendar,,,,,,,,,,,,,,,,,
夏朝,夏朝,Xia4 chao2],Xia Dynasty (2070-1600 BC),,,,,,,,,,,,,,,,,
夏正民,夏正民,Xia4 Zheng4 min2],Justice Michael Hartmann (1944-) Hong Kong High Court judge,,,,,,,,,,,,,,,,,
夏河,夏河,Xia4 he2],Xiahe county in Gannan Tibetan autonomous prefecture 甘南藏族自治州[Gan1 nan2 Zang4 zu2 zi4 zhi4 zhou1] Gansu formerly Amdo province of Tibet,,,,,,,,,,,,,,,,,
夏河縣,夏河县,Xia4 he2 xian4],Xiahe county in Gannan Tibetan autonomous prefecture 甘南藏族自治州[Gan1 nan2 Zang4 zu2 zi4 zhi4 zhou1] Gansu formerly Amdo province of Tibet,,,,,,,,,,,,,,,,,
夏洛克,夏洛克,Xia4 luo4 ke4],Shylock (in Shakespeare's Merchant of Venice),Sherlock (name),,,,,,,,,,,,,,,,
夏洛特,夏洛特,Xia4 luo4 te4],Charlotte (name),,,,,,,,,,,,,,,,,
夏洛特·勃良特,夏洛特·勃良特,Xia4 luo4 te4 · Bo2 liang2 te4],Charlotte Brontë (1816-1855) English novelist eldest of three Brontë sisters author of Jane Eyre 簡·愛|简·爱[Jian3 Ai4],,,,,,,,,,,,,,,,,
夏洛特敦,夏洛特敦,Xia4 luo4 te4 dun1],Charlottetown capital of Prince Edward Island Canada,,,,,,,,,,,,,,,,,
夏洛特阿馬利亞,夏洛特阿马利亚,Xia4 luo4 te4 A1 ma3 li4 ya4],Charlotte Amalie capital of the United States Virgin Islands (USVI),,,,,,,,,,,,,,,,,
夏津,夏津,Xia4 jin1],Xiajin county in Dezhou 德州[De2 zhou1] Shandong,,,,,,,,,,,,,,,,,
夏津縣,夏津县,Xia4 jin1 xian4],Xiajin county in Dezhou 德州[De2 zhou1] Shandong,,,,,,,,,,,,,,,,,
夏爾巴人,夏尔巴人,Xia4 er3 ba1 ren2],Sherpa,,,,,,,,,,,,,,,,,
夏王朝,夏王朝,Xia4 wang2 chao2],Xia dynasty unconfirmed but placed at c. 2070-c. 1600 BC,,,,,,,,,,,,,,,,,
夏目漱石,夏目漱石,Xia4 mu4 Shu4 shi2],Natsume Sōseki (1867-1916) one of the first modern Japanese novelists,,,,,,,,,,,,,,,,,
夏禹,夏禹,Xia4 Yu3],see 大禹[Da4 Yu3],,,,,,,,,,,,,,,,,
夏縣,夏县,Xia4 xian4],Xia county in Yuncheng 運城|运城[Yun4 cheng2] Shanxi,,,,,,,,,,,,,,,,,
夏至,夏至,Xia4 zhi4],Xiazhi or Summer Solstice 10th of the 24 solar terms 二十四節氣|二十四节气 21st June-6th July,,,,,,,,,,,,,,,,,
夏至點,夏至点,Xia4 zhi4 dian3],the summer solstice,,,,,,,,,,,,,,,,,
夏蟲不可以語冰,夏虫不可以语冰,xia4 chong2 bu4 ke3 yi3 yu3 bing1],a summer insect cannot discuss ice (idiom),,,,,,,,,,,,,,,,,
夏衍,夏衍,Xia4 Yan3],Xia Yan (1900-1995) Chinese writer playwright socialist critic and movie pioneer,,,,,,,,,,,,,,,,,
夏邑,夏邑,Xia4 yi4],Xiayi county in Shangqiu 商丘[Shang1 qiu1] Henan,,,,,,,,,,,,,,,,,
夏邑縣,夏邑县,Xia4 yi4 xian4],Xiayi county in Shangqiu 商丘[Shang1 qiu1] Henan,,,,,,,,,,,,,,,,,
夏黃公,夏黄公,Xia4 Huang2 gong1],Xia Huanggong also known as Huang Shigong 黃石公|黄石公[Huang2 Shi2 gong1] (dates of birth and death uncertain) Daoist hermit of the Qin Dynasty 秦代[Qin2 dai4] and purported author of ”Three Strategies of Huang Shigong” 黃石公三略|黄石公三略[Huang2 Shi2 gong1 San1 lu:e4] one of the Seven Military Classics of ancient China 武經七書|武经七书[Wu3 jing1 Qi1 shu1],,,,,,,,,,,,,,,,,
夓,夓,xia4],old variant of 夏[xia4],,,,,,,,,,,,,,,,,
夔,夔,Kui2],one-legged mountain demon of Chinese mythology,Chinese mythical figure who invented music and dancing,Chinese rain god,surname Kui,,,,,,,,,,,,,,
夔夔,夔夔,kui2 kui2],awestruck,fearful,,,,,,,,,,,,,,,,
夔州,夔州,Kui2 zhou1],Kuizhou ancient area of modern Fengjie County 奉節縣|奉节县[Feng4 jie2 Xian4] Chongqing,,,,,,,,,,,,,,,,,
夕,夕,xi1],dusk,evening,Taiwan pr. [xi4],,,,,,,,,,,,,,,
夕照,夕照,xi1 zhao4],glow of the setting sun,,,,,,,,,,,,,,,,,
夕陽,夕阳,xi1 yang2],sunset,the setting sun,,,,,,,,,,,,,,,,
夕陽產業,夕阳产业,xi1 yang2 chan3 ye4],sunset industry,declining industry,,,,,,,,,,,,,,,,
夕陽西下,夕阳西下,xi1 yang2 xi1 xia4],the sun sets in the west (idiom),,,,,,,,,,,,,,,,,
外,外,wai4],outside,in addition,foreign,external,,,,,,,,,,,,,,
外丹,外丹,wai4 dan1],Taoist external alchemy,,,,,,,,,,,,,,,,,
外事,外事,wai4 shi4],foreign affairs,,,,,,,,,,,,,,,,,
外事處,外事处,wai4 shi4 chu4],Foreign Affairs Office (at a university),Foreign Affairs Department,,,,,,,,,,,,,,,,
外交,外交,wai4 jiao1],diplomacy,diplomatic,foreign affairs,CL:個|个[ge4],,,,,,,,,,,,,,
外交事務,外交事务,wai4 jiao1 shi4 wu4],foreign affairs,,,,,,,,,,,,,,,,,
外交大臣,外交大臣,wai4 jiao1 da4 chen2],Foreign Secretary,(UK) Secretary of State for Foreign and Commonwealth Affairs,,,,,,,,,,,,,,,,
外交學院,外交学院,Wai4 jiao1 Xue2 yuan4],China Foreign Affairs University,,,,,,,,,,,,,,,,,
外交官,外交官,wai4 jiao1 guan1],diplomat,,,,,,,,,,,,,,,,,
外交家,外交家,wai4 jiao1 jia1],diplomat,,,,,,,,,,,,,,,,,
外交庇護,外交庇护,wai4 jiao1 bi4 hu4],diplomatic asylum,,,,,,,,,,,,,,,,,
外交手腕,外交手腕,wai4 jiao1 shou3 wan4],diplomatic,,,,,,,,,,,,,,,,,
外交政策,外交政策,wai4 jiao1 zheng4 ce4],foreign policy,,,,,,,,,,,,,,,,,
外交特權,外交特权,wai4 jiao1 te4 quan2],diplomatic immunity,,,,,,,,,,,,,,,,,
外交豁免權,外交豁免权,wai4 jiao1 huo4 mian3 quan2],diplomatic immunity,,,,,,,,,,,,,,,,,
外交部,外交部,Wai4 jiao1 bu4],Ministry of Foreign Affairs,foreign office,Dept. of State,,,,,,,,,,,,,,,
外交部長,外交部长,wai4 jiao1 bu4 zhang3],minister of foreign affairs,,,,,,,,,,,,,,,,,
外交關係,外交关系,wai4 jiao1 guan1 xi4],foreign relations,diplomatic relations,,,,,,,,,,,,,,,,
外交關係理事會,外交关系理事会,Wai4 jiao1 Guan1 xi4 Li3 shi4 hui4],Council on Foreign Relations (US policy think tank),,,,,,,,,,,,,,,,,
外交風波,外交风波,wai4 jiao1 feng1 bo1],diplomatic crisis,,,,,,,,,,,,,,,,,
外人,外人,wai4 ren2],outsider,foreigner,stranger,,,,,,,,,,,,,,,
外企,外企,wai4 qi3],foreign enterprise,company established in mainland China with direct investment from foreign entities or from investors in Taiwan Macao or Hong Kong,abbr. for 外資企業|外资企业,,,,,,,,,,,,,,,
外來,外来,wai4 lai2],external,foreign,outside,,,,,,,,,,,,,,,
外來人,外来人,wai4 lai2 ren2],foreigner,,,,,,,,,,,,,,,,,
外來成語,外来成语,wai4 lai2 cheng2 yu3],loan idiom,,,,,,,,,,,,,,,,,
外來投資,外来投资,wai4 lai2 tou2 zi1],foreign investment,,,,,,,,,,,,,,,,,
外來物種,外来物种,wai4 lai2 wu4 zhong3],an introduced species,,,,,,,,,,,,,,,,,
外來詞,外来词,wai4 lai2 ci2],loanword,,,,,,,,,,,,,,,,,
外來語,外来语,wai4 lai2 yu3],loanword,,,,,,,,,,,,,,,,,
外來貨,外来货,wai4 lai2 huo4],imported product,,,,,,,,,,,,,,,,,
外側,外侧,wai4 ce4],outer side,,,,,,,,,,,,,,,,,
外側溝,外侧沟,wai4 ce4 gou1],lateral sulcus or Sylvian fissure (a main division of the brain),,,,,,,,,,,,,,,,,
外側裂,外侧裂,wai4 ce4 lie4],lateral sulcus or Sylvian fissure (a main division of the brain),,,,,,,,,,,,,,,,,
外側裂周區,外侧裂周区,wai4 ce4 lie4 zhou1 qu1],perisylvian (the part of the brain surrounding the lateral sulcus or Sylvian fissure) involved in speech,,,,,,,,,,,,,,,,,
外側裂周圍,外侧裂周围,wai4 ce4 lie4 zhou1 wei2],perisylvian (the part of the brain surrounding the lateral sulcus or Sylvian fissure) involved in speech,,,,,,,,,,,,,,,,,
外傳,外传,wai4 chuan2],to tell others (a secret),to divulge to an outsider,to be rumored,,,,,,,,,,,,,,,
外傳,外传,wai4 zhuan4],unofficial biography (as opposed to official dynastic biography),,,,,,,,,,,,,,,,,
外債,外债,wai4 zhai4],foreign debt,,,,,,,,,,,,,,,,,
外傷,外伤,wai4 shang1],injury,wound,trauma,,,,,,,,,,,,,,,
外僑,外侨,wai4 qiao2],foreigner,,,,,,,,,,,,,,,,,
外八字腳,外八字脚,wai4 ba1 zi4 jiao3],splayed feet,,,,,,,,,,,,,,,,,
外八字腿,外八字腿,wai4 ba1 zi4 tui3],bow legs,bandy legs,,,,,,,,,,,,,,,,
外公,外公,wai4 gong1],(coll.) mother's father,maternal grandfather,,,,,,,,,,,,,,,,
外典寫作,外典写作,wai4 dian3 xie3 zuo4],apocryphal writings,,,,,,,,,,,,,,,,,
外出,外出,wai4 chu1],to go out,to go away (on a trip etc),,,,,,,,,,,,,,,,
外出訪問,外出访问,wai4 chu1 fang3 wen4],to travel on business (often abroad),,,,,,,,,,,,,,,,,
外分泌,外分泌,wai4 fen1 mi4],exocrine,external secretion (e.g. saliva),,,,,,,,,,,,,,,,
外分泌腺,外分泌腺,wai4 fen1 mi4 xian4],exocrine gland,gland producing external secretion (e.g. saliva),,,,,,,,,,,,,,,,
外剛內柔,外刚内柔,wai4 gang1 nei4 rou2],soft on the inside despite one's hard shell,appearing tough on the outside as to mask one's inner vulnerability,also written 內柔外剛|内柔外刚[nei4 rou2 wai4 gang1],,,,,,,,,,,,,,,
外力,外力,wai4 li4],external force,pressure from outside,,,,,,,,,,,,,,,,
外加,外加,wai4 jia1],in addition,extra,,,,,,,,,,,,,,,,
外加劑,外加剂,wai4 jia1 ji4],additive,,,,,,,,,,,,,,,,,
外加附件,外加附件,wai4 jia1 fu4 jian4],add-on (software),plug-in (software),,,,,,,,,,,,,,,,
外務,外务,wai4 wu4],foreign affairs,,,,,,,,,,,,,,,,,
外務省,外务省,wai4 wu4 sheng3],foreign ministry (e.g. of Japan or Korea),,,,,,,,,,,,,,,,,
外務部,外务部,Wai4 wu4 bu4],Ministry of Foreign Affairs in Qing Dynasty,,,,,,,,,,,,,,,,,
外勞,外劳,wai4 lao2],abbr. for 外籍勞工|外籍劳工[wai4 ji2 lao2 gong1],foreign worker,,,,,,,,,,,,,,,,
外勤,外勤,wai4 qin2],field work,field personnel,any occupation that involves a great deal of field work,,,,,,,,,,,,,,,
外包,外包,wai4 bao1],outsourcing,,,,,,,,,,,,,,,,,
外匯,外汇,wai4 hui4],foreign (currency) exchange,,,,,,,,,,,,,,,,,
外匯儲備,外汇储备,wai4 hui4 chu3 bei4],foreign-exchange reserves,,,,,,,,,,,,,,,,,
外向,外向,wai4 xiang4],extroverted (personality),(economics etc) export-oriented,,,,,,,,,,,,,,,,
外向型,外向型,wai4 xiang4 xing2],export-oriented (economic model),,,,,,,,,,,,,,,,,
外商,外商,wai4 shang1],foreign businessman,,,,,,,,,,,,,,,,,
外商獨資企業,外商独资企业,wai4 shang1 du2 zi1 qi3 ye4],wholly foreign-owned enterprise (WFOE) (form of legal entity in China),abbr. to 外資企業|外资企业[wai4 zi1 qi3 ye4],,,,,,,,,,,,,,,,
外商直接投資,外商直接投资,wai4 shang1 zhi2 jie1 tou2 zi1],overseas foreign direct investment (OFDI),,,,,,,,,,,,,,,,,
外國,外国,wai4 guo2],foreign (country),CL:個|个[ge4],,,,,,,,,,,,,,,,
外國人,外国人,wai4 guo2 ren2],foreigner,,,,,,,,,,,,,,,,,
外國人居住證明,外国人居住证明,wai4 guo2 ren2 ju1 zhu4 zheng4 ming2],foreigner's certificate of residence,,,,,,,,,,,,,,,,,
外國公司,外国公司,wai4 guo2 gong1 si1],foreign company,,,,,,,,,,,,,,,,,
外國媒體,外国媒体,wai4 guo2 mei2 ti3],foreign news media,,,,,,,,,,,,,,,,,
外國投資者,外国投资者,wai4 guo2 tou2 zi1 zhe3],foreign investor,,,,,,,,,,,,,,,,,
外國旅遊者,外国旅游者,wai4 guo2 lu:3 you2 zhe3],foreign traveler,,,,,,,,,,,,,,,,,
外國話,外国话,wai4 guo2 hua4],foreign languages,,,,,,,,,,,,,,,,,
外國語,外国语,wai4 guo2 yu3],foreign language,,,,,,,,,,,,,,,,,
外國資本,外国资本,wai4 guo2 zi1 ben3],foreign capital,,,,,,,,,,,,,,,,,
外圍,外围,wai4 wei2],surrounding,,,,,,,,,,,,,,,,,
外圓內方,外圆内方,wai4 yuan2 nei4 fang1],lit. outside-flexible inside-firm (idiom),fig. velvet glove,,,,,,,,,,,,,,,,
外在,外在,wai4 zai4],external,extrinsic,,,,,,,,,,,,,,,,
外在超越,外在超越,wai4 zai4 chao1 yue4],outer transcendence (perfection through the agency of God),,,,,,,,,,,,,,,,,
