噝,咝,si1],(onom.) to hiss,to whistle,to whiz,to fizz,,,,,,,,,,,,,,
噝噝聲,咝咝声,si1 si1 sheng1],hissing sound (onom.),,,,,,,,,,,,,,,,,
噞,噞,yan3],the movement of a fish's mouth at the surface of the water,,,,,,,,,,,,,,,,,
噠,哒,da1],(phonetic),command to a horse,clatter (of horses' hoofs),,,,,,,,,,,,,,,
噠嗪,哒嗪,da1 qin2],pyrazine C4H4N2,diazine,,,,,,,,,,,,,,,,
噢,噢,o1],Oh!,,,,,,,,,,,,,,,,,
噢運會,噢运会,O1 yun4 hui4],see 奧運會|奥运会[Ao4 yun4 hui4],,,,,,,,,,,,,,,,,
噤,噤,jin4],unable to speak,silent,,,,,,,,,,,,,,,,
噤聲令,噤声令,jin4 sheng1 ling4],gag order,,,,,,,,,,,,,,,,,
噤若寒蟬,噤若寒蝉,jin4 ruo4 han2 chan2],to keep quiet out of fear (idiom),,,,,,,,,,,,,,,,,
噥,哝,nong2],garrulous,,,,,,,,,,,,,,,,,
噦,哕,hui4],see 噦噦|哕哕[hui4 hui4],,,,,,,,,,,,,,,,,
噦,哕,yue3],to puke,to hiccup,,,,,,,,,,,,,,,,
噦噦,哕哕,hui4 hui4],rhythmical sound of a bell,,,,,,,,,,,,,,,,,
器,器,qi4],device,tool,utensil,CL:臺|台[tai2],,,,,,,,,,,,,,
器件,器件,qi4 jian4],device,component,,,,,,,,,,,,,,,,
器具,器具,qi4 ju4],implement,ware,,,,,,,,,,,,,,,,
器宇軒昂,器宇轩昂,qi4 yu3 xuan1 ang2],variant of 氣宇軒昂|气宇轩昂[qi4 yu3 xuan1 ang2],,,,,,,,,,,,,,,,,
器官,器官,qi4 guan1],organ (part of body tissue),apparatus,,,,,,,,,,,,,,,,
器官捐獻者,器官捐献者,qi4 guan1 juan1 xian4 zhe3],organ donor,,,,,,,,,,,,,,,,,
器官移殖,器官移殖,qi4 guan1 yi2 zhi2],organ transplant,,,,,,,,,,,,,,,,,
器材,器材,qi4 cai2],equipment,material,,,,,,,,,,,,,,,,
器械,器械,qi4 xie4],apparatus,instrument,equipment,weapon,,,,,,,,,,,,,,
器樂,器乐,qi4 yue4],instrumental music,,,,,,,,,,,,,,,,,
器物,器物,qi4 wu4],implement,utensil,article,object,,,,,,,,,,,,,,
器皿,器皿,qi4 min3],household utensils,,,,,,,,,,,,,,,,,
器質性,器质性,qi4 zhi4 xing4],(of medical disorders) organic,,,,,,,,,,,,,,,,,
器重,器重,qi4 zhong4],to regard sth as valuable,to think highly of (a younger person a subordinate etc),,,,,,,,,,,,,,,,
器量,器量,qi4 liang4],tolerance,,,,,,,,,,,,,,,,,
噩,噩,e4],startling,,,,,,,,,,,,,,,,,
噩夢,噩梦,e4 meng4],nightmare,,,,,,,,,,,,,,,,,
噩耗,噩耗,e4 hao4],news of sb's death,grievous news,,,,,,,,,,,,,,,,
噩運,噩运,e4 yun4],variant of 厄運|厄运[e4 yun4],,,,,,,,,,,,,,,,,
噪,噪,zao4],the chirping of birds or insects,noise,clamor,buzzing,disturbance,,,,,,,,,,,,,
噪大葦鶯,噪大苇莺,zao4 da4 wei3 ying1],(bird species of China) clamorous reed warbler (Acrocephalus stentoreus),,,,,,,,,,,,,,,,,
噪聲,噪声,zao4 sheng1],noise,,,,,,,,,,,,,,,,,
噪聲污染,噪声污染,zao4 sheng1 wu1 ran3],noise pollution,,,,,,,,,,,,,,,,,
噪雜,噪杂,zao4 za2],a clamor,a din,,,,,,,,,,,,,,,,
噪音,噪音,zao4 yin1],rumble,noise,static (in a signal),,,,,,,,,,,,,,,
噪音盒,噪音盒,zao4 yin1 he2],boombox,ghetto blaster,,,,,,,,,,,,,,,,
噪鵑,噪鹃,zao4 juan1],(bird species of China) Asian koel (Eudynamys scolopaceus),,,,,,,,,,,,,,,,,
噫,噫,yi1],yeah (interjection of approval),to belch,,,,,,,,,,,,,,,,
噬,噬,shi4],to devour,to bite,,,,,,,,,,,,,,,,
噬咬,噬咬,shi4 yao3],to bite,,,,,,,,,,,,,,,,,
噬菌體,噬菌体,shi4 jun1 ti3],bacteriophage,phage,virus that infects bacteria,,,,,,,,,,,,,,,
噭,噭,jiao4],shout,,,,,,,,,,,,,,,,,
噯,嗳,ai3],(interj. of disapproval),,,,,,,,,,,,,,,,,
噯,嗳,ai4],(interj. of regret),,,,,,,,,,,,,,,,,
噯氣,嗳气,ai4 qi4],belching,,,,,,,,,,,,,,,,,
噯氣吞酸,嗳气吞酸,ai4 qi4 tun1 suan1],belching and acid swallowing (medical term),,,,,,,,,,,,,,,,,
噯氣嘔逆,嗳气呕逆,ai4 qi4 ou3 ni4],belching and retching counterflow (medical term),,,,,,,,,,,,,,,,,
噯氣腐臭,嗳气腐臭,ai4 qi4 fu3 chou4],putrid belching (medical term),,,,,,,,,,,,,,,,,
噯氣酸腐,嗳气酸腐,ai4 qi4 suan1 fu3],belching of sour putrid gas (medical term),,,,,,,,,,,,,,,,,
噯腐,嗳腐,ai4 fu3],putrid belching (medical term),,,,,,,,,,,,,,,,,
噯腐吞酸,嗳腐吞酸,ai4 fu3 tun1 suan1],putrid belching with regurgitation of stomach acid (medical term),,,,,,,,,,,,,,,,,
噯酸,嗳酸,ai4 suan1],sour belching (medical term),,,,,,,,,,,,,,,,,
噱,噱,jue2],loud laughter,,,,,,,,,,,,,,,,,
噱頭,噱头,xue2 tou2],amusing speech or act,jokes,antics,funny,amusing,Taiwan pr. [xue1 tou2],,,,,,,,,,,,
噲,哙,Kuai4],surname Kuai,,,,,,,,,,,,,,,,,
噲,哙,kuai4],throat,to swallow,,,,,,,,,,,,,,,,
噳,噳,yu3],herd,stag,buck,,,,,,,,,,,,,,,
噴,喷,pen1],to puff,to spout,to spray,to spurt,,,,,,,,,,,,,,
噴,喷,pen4],(of a smell) strong,peak season (of a crop),(classifier for the ordinal number of a crop in the context of multiple harvests),,,,,,,,,,,,,,,
噴出,喷出,pen1 chu1],spout,spray,belch,to well up,to puff out,to spurt out,,,,,,,,,,,,
噴出岩,喷出岩,pen1 chu1 yan2],extrusive rock (geology),,,,,,,,,,,,,,,,,
噴嘴,喷嘴,pen1 zui3],nozzle,extrusion nozzle,,,,,,,,,,,,,,,,
噴嘴兒,喷嘴儿,pen1 zui3 r5],erhua variant of 噴嘴|喷嘴[pen1 zui3],,,,,,,,,,,,,,,,,
噴噴香,喷喷香,pen1 pen1 xiang1],see 香噴噴|香喷喷[xiang1 pen1 pen1],,,,,,,,,,,,,,,,,
噴嚏,喷嚏,pen1 ti4],sneeze,,,,,,,,,,,,,,,,,
噴嚏劑,喷嚏剂,pen1 ti4 ji4],sternutator,,,,,,,,,,,,,,,,,
噴墨,喷墨,pen1 mo4],ink jet,,,,,,,,,,,,,,,,,
噴壺,喷壶,pen1 hu2],spray bottle,,,,,,,,,,,,,,,,,
噴子,喷子,pen1 zi5],sprayer,spraying apparatus,(slang) firearm,Internet troll,hater,,,,,,,,,,,,,
噴射,喷射,pen1 she4],to spurt,to spray,to jet,spurt,spray,jet,,,,,,,,,,,,
噴射機,喷射机,pen1 she4 ji1],jet (plane engine),spraying machine,,,,,,,,,,,,,,,,
噴桶,喷桶,pen1 tong3],watering can,,,,,,,,,,,,,,,,,
噴氣,喷气,pen1 qi4],jet,blast of air,spurt of gas,,,,,,,,,,,,,,,
噴氣式,喷气式,pen1 qi4 shi4],jet-propelled,,,,,,,,,,,,,,,,,
噴氣式飛機,喷气式飞机,pen1 qi4 shi4 fei1 ji1],jet aircraft,,,,,,,,,,,,,,,,,
噴氣推進實驗室,喷气推进实验室,Pen1 qi4 Tui1 jin4 Shi2 yan4 shi4],Jet Propulsion Laboratory R&D center in Pasadena California,,,,,,,,,,,,,,,,,
噴氣機,喷气机,pen1 qi4 ji1],jet (engine plane),,,,,,,,,,,,,,,,,
噴氣發動機,喷气发动机,pen1 qi4 fa1 dong4 ji1],jet engine,,,,,,,,,,,,,,,,,
噴水壺,喷水壶,pen1 shui3 hu2],watering can,sprinkling can,,,,,,,,,,,,,,,,
噴水池,喷水池,pen1 shui3 chi2],a fountain,,,,,,,,,,,,,,,,,
噴池,喷池,pen1 chi2],spray pool,spray condensing pool,,,,,,,,,,,,,,,,
噴泉,喷泉,pen1 quan2],fountain,,,,,,,,,,,,,,,,,
噴湧,喷涌,pen1 yong3],to bubble out,to squirt,,,,,,,,,,,,,,,,
噴漆,喷漆,pen1 qi1],to spray paint or lacquer,lacquer,,,,,,,,,,,,,,,,
噴漆推進,喷漆推进,pen1 qi1 tui1 jin4],jet propulsion,,,,,,,,,,,,,,,,,
噴灑,喷洒,pen1 sa3],to spray,to sprinkle,,,,,,,,,,,,,,,,
噴灑器,喷洒器,pen1 sa3 qi4],a spray,,,,,,,,,,,,,,,,,
噴火,喷火,pen1 huo3],to shoot flames,to erupt (of volcanoes),flaming (of flowers),,,,,,,,,,,,,,,
噴火器,喷火器,pen1 huo3 qi4],flamethrower,,,,,,,,,,,,,,,,,
噴發,喷发,pen1 fa1],to erupt,an eruption,,,,,,,,,,,,,,,,
噴砂,喷砂,pen1 sha1],sandblasting,abrasive blasting,,,,,,,,,,,,,,,,
噴糞,喷粪,pen1 fen4],to talk crap,to be full of shit,,,,,,,,,,,,,,,,
噴絲頭,喷丝头,pen1 si1 tou2],spinneret,extrusion nozzle,,,,,,,,,,,,,,,,
噴薄,喷薄,pen1 bo2],to gush,to squirt,to surge,to well out,to overflow,,,,,,,,,,,,,
噴薄欲出,喷薄欲出,pen1 bo2 yu4 chu1],to be on the verge of eruption (idiom),(of the sun) to emerge in all its brilliance,,,,,,,,,,,,,,,,
噴霧,喷雾,pen1 wu4],mist spray,atomizing,,,,,,,,,,,,,,,,
噴霧器,喷雾器,pen1 wu4 qi4],nebulizer,spray,atomizer,,,,,,,,,,,,,,,
噴頭,喷头,pen1 tou2],nozzle,spray-head,,,,,,,,,,,,,,,,
噴飯,喷饭,pen1 fan4],(coll.) to burst out laughing,,,,,,,,,,,,,,,,,
噴鼻息,喷鼻息,pen1 bi2 xi1],to snort,,,,,,,,,,,,,,,,,
噶,噶,ga2],phonetic ga (used in rendering Tibetan and Mongolian sounds),Tibetan Ge: language of Buddha,(dialect) final particle similar to 了[le5] (esp. in Yunnan),,,,,,,,,,,,,,,
噶倫,噶伦,ga2 lun2],Tibetan government official,same as 噶布倫|噶布伦,,,,,,,,,,,,,,,,
噶哈巫族,噶哈巫族,Ga2 ha1 wu1 zu2],Kaxabu or Kahabu one of the indigenous peoples of Taiwan,,,,,,,,,,,,,,,,,
噶啷啷,噶啷啷,ga2 lang1 lang1],(onom.) hum and clatter,,,,,,,,,,,,,,,,,
噶喇,噶喇,ga2 la3],(onom.),same as 噶拉[ga2 la1],,,,,,,,,,,,,,,,
噶嗒,噶嗒,ga2 ta4],(onom.) clattering,,,,,,,,,,,,,,,,,
噶嘣,噶嘣,ga2 beng1],(onom.) kaboom,,,,,,,,,,,,,,,,,
噶噶,噶噶,ga2 ga2],(onom.),,,,,,,,,,,,,,,,,
噶布倫,噶布伦,ga2 bu4 lun2],Tibetan government official,,,,,,,,,,,,,,,,,
噶廈,噶厦,ga2 xia4],government of Tibet dissolved in 1959,,,,,,,,,,,,,,,,,
噶拉,噶拉,ga2 la1],(onom.),same as 噶喇[ga2 la3],,,,,,,,,,,,,,,,
噶拉·多傑·仁波切,噶拉·多杰·仁波切,Ga2 la1 · Duo1 jie2 · Ren2 bo1 qie4],Garab Dorje Rinpoche succession of Buthanese religious leaders,,,,,,,,,,,,,,,,,
噶爾,噶尔,Ga2 er3],Gar county in Ngari prefecture Tibet Tibetan: Sgar rdzong,,,,,,,,,,,,,,,,,
噶爾縣,噶尔县,Ga2 er3 xian4],Gar county in Ngari prefecture Tibet Tibetan: Sgar rdzong,,,,,,,,,,,,,,,,,
噶瑪蘭,噶玛兰,Ga2 ma3 lan2],Kavalan one of the indigenous peoples of Taiwan,old name of Yilan 宜蘭|宜兰 county Taiwan,Kavalan a brand of single malt whisky from Taiwan,,,,,,,,,,,,,,,
噶瑪蘭族,噶玛兰族,Ga2 ma3 lan2 zu2],Kavalan one of the indigenous peoples of Taiwan,,,,,,,,,,,,,,,,,
噶當派,噶当派,Ga2 dang1 pai4],Bkar-dgam-pa sect of Tibetan Buddhism,,,,,,,,,,,,,,,,,
噶舉派,噶举派,Ga2 ju3 pai4],Geju (Tibetan: transmit word of Buddha) sect of Tibetan Buddhist,,,,,,,,,,,,,,,,,
噶隆,噶隆,ga2 long2],Tibetan government official,same as 噶布倫|噶布伦,,,,,,,,,,,,,,,,
噶霏,噶霏,ga2 fei1],old transliteration of coffee now 咖啡,,,,,,,,,,,,,,,,,
噷,噷,hen4],interjection expressing disagreement reproach or dissatisfaction,,,,,,,,,,,,,,,,,
噸,吨,dun1],ton (loanword),Taiwan pr. [dun4],,,,,,,,,,,,,,,,
噸位,吨位,dun1 wei4],tonnage,,,,,,,,,,,,,,,,,
噸公里,吨公里,dun1 gong1 li3],ton-kilometer (unit of capacity of transport system),,,,,,,,,,,,,,,,,
噸數,吨数,dun1 shu4],tonnage,,,,,,,,,,,,,,,,,
噸級,吨级,dun1 ji2],tonnage,class in tons (of a passenger ship),,,,,,,,,,,,,,,,
噹,当,dang1],(onom.) dong,ding dong (bell),,,,,,,,,,,,,,,,
噹噹,当当,dang1 dang1],(onom.) ding dong,,,,,,,,,,,,,,,,,
噹噹車,当当车,dang1 dang1 che1],(coll.) tram especially Beijing trams during period of operation 1924-1956,also written 鐺鐺車|铛铛车[dang1 dang1 che1],,,,,,,,,,,,,,,,
噻,噻,sai1],used in transliteration,,,,,,,,,,,,,,,,,
噻唑,噻唑,sai1 zuo4],thiazole (chemistry),,,,,,,,,,,,,,,,,
噼,噼,pi1],child's buttocks (esp. Cantonese),see 噼啪|劈啪 (onom.) for crack slap clap clatter etc,,,,,,,,,,,,,,,,
噼啪,噼啪,pi1 pa1],see 劈啪[pi1 pa1],,,,,,,,,,,,,,,,,
噼裡啪啦,噼里啪啦,pi1 li5 pa1 la1],(onom.) to crackle and rattle,to pitter-patter,,,,,,,,,,,,,,,,
嚀,咛,ning2],to enjoin,,,,,,,,,,,,,,,,,
嚃,嚃,ta4],to drink,to swallow,,,,,,,,,,,,,,,,
嚄,嚄,huo4],(interj.) oh!,,,,,,,,,,,,,,,,,
嚄,嚄,o3],(interj. of surprise),,,,,,,,,,,,,,,,,
嚅,嚅,ru2],chattering,,,,,,,,,,,,,,,,,
嚆,嚆,hao1],sound,noise,,,,,,,,,,,,,,,,
嚇,吓,he4],to scare,to intimidate,to threaten,(interjection showing disapproval) tut-tut,(interjection showing astonishment),,,,,,,,,,,,,
嚇,吓,xia4],to frighten,to scare,,,,,,,,,,,,,,,,
嚇一跳,吓一跳,xia4 yi1 tiao4],startled,to frighten,scared out of one's skin,,,,,,,,,,,,,,,
嚇倒,吓倒,xia4 dao3],to be frightened,,,,,,,,,,,,,,,,,
嚇傻,吓傻,xia4 sha3],to terrify,to scare sb,,,,,,,,,,,,,,,,
嚇唬,吓唬,xia4 hu5],to scare,to frighten,,,,,,,,,,,,,,,,
嚇嚇叫,吓吓叫,xia4 xia4 jiao4],(Tw) impressive (from Taiwanese 削削叫 POJ pr. [siah-siah-kiò]),,,,,,,,,,,,,,,,,
嚇壞,吓坏,xia4 huai4],to be really frightened,,,,,,,,,,,,,,,,,
嚇得發抖,吓得发抖,xia4 de2 fa1 dou3],tremble with fear,,,,,,,,,,,,,,,,,
嚇昏,吓昏,xia4 hun1],to faint from fear,to be frightened into fits,shell-shocked,,,,,,,,,,,,,,,
嚇瘋,吓疯,xia4 feng1],to be scared senseless,,,,,,,,,,,,,,,,,
嚇破膽,吓破胆,xia4 po4 dan3],to be scared out of one's wits,to scare stiff,,,,,,,,,,,,,,,,
嚇跑,吓跑,xia4 pao3],to scare away,,,,,,,,,,,,,,,,,
嚉,嚉,duo1],old variant of 咄[duo1],,,,,,,,,,,,,,,,,
嚌,哜,ji4],sip,,,,,,,,,,,,,,,,,
嚎,嚎,hao2],howl,bawl,,,,,,,,,,,,,,,,
嚎哭,嚎哭,hao2 ku1],to bawl,to cry,to wail,to howl,also written 號哭|号哭[hao2 ku1],,,,,,,,,,,,,
嚎啕大哭,嚎啕大哭,hao2 tao2 da4 ku1],to wail,to bawl (idiom),,,,,,,,,,,,,,,,
嚏,嚏,ti4],sneeze,,,,,,,,,,,,,,,,,
嚏噴,嚏喷,ti4 pen5],to sneeze,,,,,,,,,,,,,,,,,
嚐,尝,chang2],variant of 嘗|尝[chang2],to taste,to experience,,,,,,,,,,,,,,,
嚓,嚓,ca1],(onom.) screech,,,,,,,,,,,,,,,,,
嚓,嚓,cha1],(onom.) snap,pop,see 喀嚓[ka1 cha1],,,,,,,,,,,,,,,
嚓嚓,嚓嚓,ca1 ca1],(onom.) screech,,,,,,,,,,,,,,,,,
嚔,嚔,ti4],variant of 嚏[ti4],,,,,,,,,,,,,,,,,
嚕,噜,lu1],grumble,chatter,,,,,,,,,,,,,,,,
嚕囌,噜苏,lu1 su1],see 囉嗦|啰嗦[luo1 suo5],,,,,,,,,,,,,,,,,
嚙,啮,nie4],to gnaw,to erode,,,,,,,,,,,,,,,,
嚙合,啮合,nie4 he2],(of opposing teeth or gears) to mesh,to engage,,,,,,,,,,,,,,,,
嚙齒,啮齿,nie4 chi3],a rodent (rat rabbit etc),,,,,,,,,,,,,,,,,
嚙齒動物,啮齿动物,nie4 chi3 dong4 wu4],rodent,,,,,,,,,,,,,,,,,
嚙齒目,啮齿目,nie4 chi3 mu4],order of rodents (rats squirrels etc),,,,,,,,,,,,,,,,,
嚙齒類,啮齿类,nie4 chi3 lei4],rodents (rat rabbit etc),,,,,,,,,,,,,,,,,
嚚,嚚,yin2],insincere,stupid,,,,,,,,,,,,,,,,
嚜,嚜,me5],(final particle),,,,,,,,,,,,,,,,,
嚝,嚝,hong1],to sigh,sound of a drum,,,,,,,,,,,,,,,,
嚞,嚞,zhe2],old variant of 哲[zhe2],,,,,,,,,,,,,,,,,
嚟,嚟,li4],used in transliteration,,,,,,,,,,,,,,,,,
嚥,咽,yan4],to swallow,,,,,,,,,,,,,,,,,
嚥下,咽下,yan4 xia4],to swallow,to suppress,,,,,,,,,,,,,,,,
嚥下困難,咽下困难,yan4 xia4 kun4 nan2],dysphagia (medicine),,,,,,,,,,,,,,,,,
嚥住,咽住,yan4 zhu4],to suppress (a sob harsh words etc),,,,,,,,,,,,,,,,,
嚥氣,咽气,yan4 qi4],to die,to breathe one's last,,,,,,,,,,,,,,,,
嚦,呖,li4],sound of splitting,cracking,,,,,,,,,,,,,,,,
嚨,咙,long2],throat,,,,,,,,,,,,,,,,,
嚬,嚬,pin2],variant of 顰|颦[pin2],,,,,,,,,,,,,,,,,
嚭,嚭,pi3],great,great fortune,,,,,,,,,,,,,,,,
嚮,向,xiang4],to tend toward,to guide,variant of 向[xiang4],,,,,,,,,,,,,,,
嚮導,向导,xiang4 dao3],guide,,,,,,,,,,,,,,,,,
嚮往,向往,xiang4 wang3],to yearn for,to look forward to,,,,,,,,,,,,,,,,
嚯,嚯,huo4],(onom.) expressing admiration or surprise,sound of a laugh,,,,,,,,,,,,,,,,
嚱,嚱,xi1],(sigh),(whistle),,,,,,,,,,,,,,,,
嚲,亸,duo3],hang down,,,,,,,,,,,,,,,,,
嚳,喾,ku4],one of the five legendary emperors also called 高辛氏,,,,,,,,,,,,,,,,,
嚴,严,Yan2],surname Yan,,,,,,,,,,,,,,,,,
嚴,严,yan2],tight (closely sealed),stern,strict,rigorous,severe,father,,,,,,,,,,,,
嚴了眼兒,严了眼儿,yan2 le5 yan3 r5],up to the eyeballs,full to overflowing,jampacked,,,,,,,,,,,,,,,
嚴以律己,严以律己,yan3 yi3 lu:4 ji3],to be strict with oneself (idiom),to demand a lot of oneself,,,,,,,,,,,,,,,,
嚴以責己寬以待人,严以责己宽以待人,yan2 yi3 ze2 ji3 kuan1 yi3 dai4 ren2],to be severe with oneself and lenient with others (idiom),,,,,,,,,,,,,,,,,
嚴冬,严冬,yan2 dong1],severe winter,,,,,,,,,,,,,,,,,
嚴刑,严刑,yan2 xing2],strict law,cruel punishment,to carry out cruel law rigorously,,,,,,,,,,,,,,,
嚴刑拷打,严刑拷打,yan2 xing2 kao3 da3],torture,interrogation by torture,,,,,,,,,,,,,,,,
嚴加,严加,yan2 jia1],sternly,strictly,harshly,stringently,rigorously,,,,,,,,,,,,,
嚴厲,严厉,yan2 li4],severe,strict,,,,,,,,,,,,,,,,
嚴厲打擊,严厉打击,yan2 li4 da3 ji1],to strike a severe blow,to crack down,to take strong measures,,,,,,,,,,,,,,,
嚴厲批評,严厉批评,yan2 li4 pi1 ping2],to criticize severely,to slate,,,,,,,,,,,,,,,,
嚴嚴實實,严严实实,yan2 yan2 shi2 shi2],(sealed) tightly,(wrapped) closely,(covered) completely,,,,,,,,,,,,,,,
嚴守,严守,yan2 shou3],to strictly maintain,,,,,,,,,,,,,,,,,
嚴密,严密,yan2 mi4],strict,tight (organization surveillance etc),,,,,,,,,,,,,,,,
嚴寒,严寒,yan2 han2],bitter cold,severe winter,,,,,,,,,,,,,,,,
嚴實,严实,yan2 shi5],(sealed) tight,close,(hidden) safely,securely,,,,,,,,,,,,,,
嚴島,严岛,Yan2 dao3],Itsukushima island in Hiroshima prefecture Japan with a famous shrine,,,,,,,,,,,,,,,,,
嚴島神社,严岛神社,Yan2 dao3 shen2 she4],Itsukujima shrine in Hiroshima prefecture Japan,,,,,,,,,,,,,,,,,
嚴峻,严峻,yan2 jun4],grim,severe,rigorous,,,,,,,,,,,,,,,
嚴復,严复,Yan2 Fu4],Yan Fu (1853-1921) influential Chinese writer and translator of Western books esp. on social sciences,,,,,,,,,,,,,,,,,
嚴慈,严慈,yan2 ci2],strict and compassionate,strict as a father and tender as a mother,,,,,,,,,,,,,,,,
嚴懲,严惩,yan2 cheng2],to punish severely,,,,,,,,,,,,,,,,,
嚴懲不貸,严惩不贷,yan2 cheng2 bu4 dai4],to punish severely (idiom),,,,,,,,,,,,,,,,,
嚴打,严打,yan2 da3],to crack down on,to take severe measures against,,,,,,,,,,,,,,,,
嚴把,严把,yan2 ba3],to be strict,to enforce vigorously (procedures quality control etc),,,,,,,,,,,,,,,,
嚴整,严整,yan2 zheng3],(of troops) in neat formation,(fig.) orderly,,,,,,,,,,,,,,,,
嚴斥,严斥,yan2 chi4],to scold,to censure,,,,,,,,,,,,,,,,
嚴於律己,严于律己,yan2 yu2 lu:4 ji3],to be strict with oneself,,,,,,,,,,,,,,,,,
嚴明,严明,yan2 ming2],strict and impartial,firm,,,,,,,,,,,,,,,,
嚴查,严查,yan2 cha2],to investigate strictly,,,,,,,,,,,,,,,,,
嚴格,严格,yan2 ge2],strict,stringent,tight,rigorous,,,,,,,,,,,,,,
嚴格來說,严格来说,yan2 ge2 lai2 shuo1],strictly speaking,,,,,,,,,,,,,,,,,
嚴格來講,严格来讲,yan2 ge2 lai2 jiang3],strictly speaking,,,,,,,,,,,,,,,,,
嚴格隔離,严格隔离,yan2 ge2 ge2 li2],rigorous isolation,,,,,,,,,,,,,,,,,
嚴正,严正,yan2 zheng4],sternly,solemn,,,,,,,,,,,,,,,,
嚴父,严父,yan2 fu4],strict or stern father,,,,,,,,,,,,,,,,,
嚴禁,严禁,yan2 jin4],to strictly prohibit,,,,,,,,,,,,,,,,,
嚴竣,严竣,yan2 jun4],tight,strict,severe,stern,difficult,,,,,,,,,,,,,
嚴絲合縫,严丝合缝,yan2 si1 he2 feng4],to fit tightly (idiom),to join seamlessly,to fit snugly,,,,,,,,,,,,,,,
嚴緊,严紧,yan2 jin3],strict,tight,,,,,,,,,,,,,,,,
嚴肅,严肃,yan2 su4],solemn,grave,serious,earnest,severe,,,,,,,,,,,,,
嚴苛,严苛,yan2 ke1],severe,harsh,,,,,,,,,,,,,,,,
嚴詞,严词,yan2 ci2],forceful (criticism etc),to use strong words,,,,,,,,,,,,,,,,
嚴謹,严谨,yan2 jin3],rigorous,strict,careful,cautious,compact,well-knit,,,,,,,,,,,,
嚴辭,严辞,yan2 ci2],stern words,,,,,,,,,,,,,,,,,
嚴酷,严酷,yan2 ku4],bitter,harsh,grim,ruthless,severe,cut-throat (competition),,,,,,,,,,,,
嚴重,严重,yan2 zhong4],grave,serious,severe,critical,,,,,,,,,,,,,,
嚴重危害,严重危害,yan2 zhong4 wei1 hai4],severe harm,critical danger,,,,,,,,,,,,,,,,
嚴重問題,严重问题,yan2 zhong4 wen4 ti2],serious problem,,,,,,,,,,,,,,,,,
嚴重後果,严重后果,yan2 zhong4 hou4 guo3],grave consequence,serious repercussion,,,,,,,,,,,,,,,,
嚴重急性呼吸系統綜合症,严重急性呼吸系统综合症,yan2 zhong4 ji2 xing4 hu1 xi1 xi4 tong3 zong1 he2 zheng4],severe acute respiratory syndrome (SARS),,,,,,,,,,,,,,,,,
嚴重性,严重性,yan2 zhong4 xing4],seriousness,,,,,,,,,,,,,,,,,
嚴重破壞,严重破坏,yan2 zhong4 po4 huai4],serious damage,,,,,,,,,,,,,,,,,
嚴重關切,严重关切,yan2 zhong4 guan1 qie4],serious concern,,,,,,,,,,,,,,,,,
嚴防,严防,yan2 fang2],to take strict precautions,on your guard,,,,,,,,,,,,,,,,
嚴飭,严饬,yan2 chi4],careful,precise,,,,,,,,,,,,,,,,
嚵,嚵,chan2],gluttonous,greedy,,,,,,,,,,,,,,,,
嚶,嘤,ying1],calling of birds,,,,,,,,,,,,,,,,,
嚷,嚷,rang3],to blurt out,to shout,,,,,,,,,,,,,,,,
嚷劈,嚷劈,rang3 pi1],shout oneself hoarse,,,,,,,,,,,,,,,,,
嚷嚷,嚷嚷,rang1 rang5],to argue noisily,to shout,to make widely known,to reproach,,,,,,,,,,,,,,
嚼,嚼,jiao2],to chew,also pr. [jue2],,,,,,,,,,,,,,,,
嚼子,嚼子,jiao2 zi5],bit,mouthpiece,,,,,,,,,,,,,,,,
嚼舌,嚼舌,jiao2 she2],to gossip,to argue unnecessarily,,,,,,,,,,,,,,,,
嚼舌根,嚼舌根,jiao2 she2 gen1],to gossip,to argue unnecessarily,,,,,,,,,,,,,,,,
嚼舌頭,嚼舌头,jiao2 she2 tou2],to gossip,to argue unnecessarily,,,,,,,,,,,,,,,,
嚼蠟,嚼蜡,jiao2 la4],insipid,,,,,,,,,,,,,,,,,
囀,啭,zhuan4],to sing (of birds or insects),to warble,to chirp,to twitter,,,,,,,,,,,,,,
囁,嗫,nie4],move the mouth as in speaking,,,,,,,,,,,,,,,,,
囁呫,嗫呫,nie4 tie4],to whisper,,,,,,,,,,,,,,,,,
囁嚅,嗫嚅,nie4 ru2],to stammer,to mumble,to speak haltingly,,,,,,,,,,,,,,,
囁囁,嗫嗫,nie4 nie4],talkative,light and soft (of voice),,,,,,,,,,,,,,,,
囂,嚣,xiao1],clamor,,,,,,,,,,,,,,,,,
囂張,嚣张,xiao1 zhang1],rampant,unbridled,arrogant,aggressive,,,,,,,,,,,,,,
囂張氣焰,嚣张气焰,xiao1 zhang1 qi4 yan4],overweening attitude,threatening manner,,,,,,,,,,,,,,,,
囂張跋扈,嚣张跋扈,xiao1 zhang1 ba2 hu4],arrogant and despotic,,,,,,,,,,,,,,,,,
囅,冁,chan3],smilingly,,,,,,,,,,,,,,,,,
囆,囆,chai4],(used in an ancient given name),,,,,,,,,,,,,,,,,
囈,呓,yi4],to talk in one's sleep,,,,,,,,,,,,,,,,,
囈語,呓语,yi4 yu3],to talk in one's sleep,crazy talk,,,,,,,,,,,,,,,,
囉,啰,luo1],see 囉嗦|啰嗦[luo1 suo5],,,,,,,,,,,,,,,,,
囉,啰,luo5],(final exclamatory particle),,,,,,,,,,,,,,,,,
