traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
馱簍,驮篓,tuo2 lou3],pannier,double basket slung across pack animal,,,,,,,,,,,,,,,,
馱轎,驮轿,tuo2 jiao4],litter carried by pack animal,,,,,,,,,,,,,,,,,
馱運,驮运,tuo2 yun4],to transport on pack animal,to carry (a load on one's back),,,,,,,,,,,,,,,,
馱運路,驮运路,tuo2 yun4 lu4],a bridle path,,,,,,,,,,,,,,,,,
馱重,驮重,tuo2 zhong4],pack (animal),,,,,,,,,,,,,,,,,
馱馬,驮马,tuo2 ma3],pack horse,,,,,,,,,,,,,,,,,
馲,馲,tuo1],camel,Taiwan pr. [luo4],,,,,,,,,,,,,,,,
馳,驰,chi2],to run fast,to speed,to gallop,to disseminate,to spread,,,,,,,,,,,,,
馳名,驰名,chi2 ming2],famous,,,,,,,,,,,,,,,,,
馳援,驰援,chi2 yuan2],to rush to the rescue,,,,,,,,,,,,,,,,,
馳騁,驰骋,chi2 cheng3],to gallop,to rush headlong,,,,,,,,,,,,,,,,
馳鶩,驰鹜,chi2 wu4],to move swiftly,to speed,to run after (empty fame power money etc),,,,,,,,,,,,,,,
馳龍科,驰龙科,chi2 long2 ke1],Dromaeosauridae (dinosaur family including velociraptor),,,,,,,,,,,,,,,,,
馴,驯,xun4],to attain gradually,to tame,Taiwan pr. [xun2],,,,,,,,,,,,,,,
馴化,驯化,xun4 hua4],to tame,to domesticate,,,,,,,,,,,,,,,,
馴善,驯善,xun4 shan4],docile,tractable,,,,,,,,,,,,,,,,
馴從,驯从,xun4 cong2],tame,obedient,,,,,,,,,,,,,,,,
馴悍記,驯悍记,xun4 han4 ji4],Taming of the Shrew play by William Shakespeare,,,,,,,,,,,,,,,,,
馴擾,驯扰,xun4 rao3],to tame,,,,,,,,,,,,,,,,,
馴服,驯服,xun4 fu2],to tame,tame,docile,,,,,,,,,,,,,,,
馴良,驯良,xun4 liang2],docile,tame,,,,,,,,,,,,,,,,
馴順,驯顺,xun4 shun4],tame,docile,,,,,,,,,,,,,,,,
馴養,驯养,xun4 yang3],to domesticate,to raise and train,,,,,,,,,,,,,,,,
馴養繁殖,驯养繁殖,xun4 yang3 fan2 zhi2],domestication and breeding,captive breeding,,,,,,,,,,,,,,,,
馴養繁殖場,驯养繁殖场,xun4 yang3 fan2 zhi2 chang3],captive breeding facility,breeding farm,,,,,,,,,,,,,,,,
馴馬,驯马,xun4 ma3],to break in a horse,a trained saddle horse,,,,,,,,,,,,,,,,
馴馬人,驯马人,xun4 ma3 ren2],horse trainer,,,,,,,,,,,,,,,,,
馴馬場,驯马场,xun4 ma3 chang3],horse training ground,,,,,,,,,,,,,,,,,
馴駝,驯驼,xun4 tuo2],trained pack camel,,,,,,,,,,,,,,,,,
馴鹿,驯鹿,xun4 lu4],reindeer,,,,,,,,,,,,,,,,,
馵,馵,zhu4],(horse),,,,,,,,,,,,,,,,,
馹,驲,ri4],horse for relaying dispatches,,,,,,,,,,,,,,,,,
馿,驴,lu:2],variant of 驢|驴[lu:2],,,,,,,,,,,,,,,,,
駁,驳,bo2],variegated,heterogeneous,to refute,to contradict,to ship by barge,a barge,a lighter (ship),,,,,,,,,,,
駁倒,驳倒,bo2 dao3],to refute,to demolish (an argument theory etc),,,,,,,,,,,,,,,,
駁嘴,驳嘴,bo2 zui3],(dialect) to argue,to quarrel,,,,,,,,,,,,,,,,
駁回,驳回,bo2 hui2],to reject,to turn down,to overrule,,,,,,,,,,,,,,,
駁子,驳子,bo2 zi5],to tow (a barge),,,,,,,,,,,,,,,,,
駁岸,驳岸,bo2 an4],a low stone wall built along the water's edge to protect an embankment,revetment,,,,,,,,,,,,,,,,
駁復,驳复,bo2 fu4],to refute,,,,,,,,,,,,,,,,,
駁斥,驳斥,bo2 chi4],to refute,to debunk,to deny,to denounce,,,,,,,,,,,,,,
駁正,驳正,bo2 zheng4],to refute and correct,,,,,,,,,,,,,,,,,
駁殼槍,驳壳枪,bo2 ke2 qiang1],Mauser pistol,,,,,,,,,,,,,,,,,
駁船,驳船,bo2 chuan2],barge,lighter,,,,,,,,,,,,,,,,
駁落,驳落,bo2 luo4],to peel off,mottled,to fail an exam,to be demoted,,,,,,,,,,,,,,
駁詞,驳词,bo2 ci2],to refute,,,,,,,,,,,,,,,,,
駁議,驳议,bo2 yi4],to correct (in writing) sb's errors or misconceptions,,,,,,,,,,,,,,,,,
駁辭,驳辞,bo2 ci2],refutation,incoherent speech,,,,,,,,,,,,,,,,
駁運,驳运,bo2 yun4],transport by lighter,lighter,,,,,,,,,,,,,,,,
駁雜,驳杂,bo2 za2],heterogeneous,,,,,,,,,,,,,,,,,
駁面子,驳面子,bo2 mian4 zi5],to contradict sb to his face,insensitive to other's feelings,,,,,,,,,,,,,,,,
駃,駃,kuai4],fast (horse),,,,,,,,,,,,,,,,,
駄,駄,tuo2],Japanese variant of 馱|驮,,,,,,,,,,,,,,,,,
駅,駅,yi4],Japanese variant of 驛|驿[yi4],,,,,,,,,,,,,,,,,
駆,駆,qu1],Japanese variant of 驅|驱,to gallop,,,,,,,,,,,,,,,,
駈,驱,qu1],old variant of 驅|驱[qu1],,,,,,,,,,,,,,,,,
駉,駉,jiong3],in good condition (as a horse),,,,,,,,,,,,,,,,,
駋,駋,zhao1],(horse),,,,,,,,,,,,,,,,,
駐,驻,zhu4],to halt,to stay,to be stationed (of troops diplomats etc),,,,,,,,,,,,,,,
駐京,驻京,zhu4 Jing1],(abbr.) stationed in Beijing,,,,,,,,,,,,,,,,,
駐北京,驻北京,zhu4 Bei3 jing1],stationed in Beijing,,,,,,,,,,,,,,,,,
駐地,驻地,zhu4 di4],station,encampment,,,,,,,,,,,,,,,,
駐大陸,驻大陆,zhu4 da4 lu4],stationed on the continent (i.e. PRC),,,,,,,,,,,,,,,,,
駐守,驻守,zhu4 shou3],(man a post and) defend,,,,,,,,,,,,,,,,,
駐波,驻波,zhu4 bo1],standing wave,,,,,,,,,,,,,,,,,
駐港,驻港,zhu4 gang3],(abbr.) stationed in Hong Kong,,,,,,,,,,,,,,,,,
駐留時間,驻留时间,zhu4 liu2 shi2 jian1],gaze duration,,,,,,,,,,,,,,,,,
駐節,驻节,zhu4 jie2],resident,permanently stationed,,,,,,,,,,,,,,,,
駐紮,驻扎,zhu4 zha1],to station,to garrison (troops),,,,,,,,,,,,,,,,
駐華,驻华,zhu4 hua2],stationed in China,located in China,,,,,,,,,,,,,,,,
駐華盛頓,驻华盛顿,zhu4 Hua2 sheng4 dun4],stationed in Washington,,,,,,,,,,,,,,,,,
駐足,驻足,zhu4 zu2],to stop (walking),to halt,,,,,,,,,,,,,,,,
駐車制動器,驻车制动器,zhu4 che1 zhi4 dong4 qi4],parking brake,,,,,,,,,,,,,,,,,
駐軍,驻军,zhu4 jun1],to station or garrison troops,garrison,,,,,,,,,,,,,,,,
駐香港,驻香港,zhu4 xiang1 gang3],stationed in Hong Kong,,,,,,,,,,,,,,,,,
駐馬店,驻马店,Zhu4 ma3 dian4],Zhumadian prefecture level city in Henan,,,,,,,,,,,,,,,,,
駐馬店地區,驻马店地区,Zhu4 ma3 dian4 di4 qu1],Zhumadian prefecture in Henan,,,,,,,,,,,,,,,,,
駐馬店市,驻马店市,Zhu4 ma3 dian4 shi4],Zhumadian prefecture level city in Henan,,,,,,,,,,,,,,,,,
駐點,驻点,zhu4 dian3],stationary point,,,,,,,,,,,,,,,,,
駑,驽,nu2],worn out old horses,,,,,,,,,,,,,,,,,
駑馬戀棧,驽马恋栈,nu2 ma3 lian4 zhan4],an incompetent man clings to a good position (idiom),,,,,,,,,,,,,,,,,
駑馬戀棧豆,驽马恋栈豆,nu2 ma3 lian4 zhan4 dou4],see 駑馬戀棧|驽马恋栈[nu2 ma3 lian4 zhan4],,,,,,,,,,,,,,,,,
駒,驹,ju1],colt,,,,,,,,,,,,,,,,,
駒子,驹子,ju1 zi5],young horse ass or mule,foal,colt,filly,,,,,,,,,,,,,,
駓,駓,pi1],(horse),,,,,,,,,,,,,,,,,
駔,驵,zang3],powerful horse,,,,,,,,,,,,,,,,,
駕,驾,Jia4],surname Jia,,,,,,,,,,,,,,,,,
駕,驾,jia4],to harness,to draw (a cart etc),to drive,to pilot,to sail,to ride,your good self,prefixed word denoting respect (polite 敬辞),,,,,,,,,,
駕崩,驾崩,jia4 beng1],death of king or emperor,demise,,,,,,,,,,,,,,,,
駕帆船,驾帆船,jia4 fan1 chuan2],sailing,,,,,,,,,,,,,,,,,
駕御,驾御,jia4 yu4],variant of 駕馭|驾驭[jia4 yu4],,,,,,,,,,,,,,,,,
駕校,驾校,jia4 xiao4],driving school,abbr. for 駕駛學校|驾驶学校,,,,,,,,,,,,,,,,
駕照,驾照,jia4 zhao4],driver's license,,,,,,,,,,,,,,,,,
駕臨,驾临,jia4 lin2],to grace sb with one's presence,your arrival (honorific),your esteemed presence,,,,,,,,,,,,,,,
駕艇,驾艇,jia4 ting3],to sail,to cruise,to pilot a ship,,,,,,,,,,,,,,,
駕車,驾车,jia4 che1],to drive a vehicle,,,,,,,,,,,,,,,,,
駕輕就熟,驾轻就熟,jia4 qing1 jiu4 shu2],lit. an easy drive on a familiar path (idiom); fig. experience makes progress easy,a task that is so familiar one can do it with one's hand tied behind one's back,,,,,,,,,,,,,,,,
駕轅,驾辕,jia4 yuan2],to pull a carriage (of draft animal),,,,,,,,,,,,,,,,,
駕雲,驾云,jia4 yun2],to ride the clouds,fig. self-satisfied,arrogant,,,,,,,,,,,,,,,
駕馭,驾驭,jia4 yu4],to urge on (of horse),to drive,to steer,to handle,to manage,to master,to dominate,,,,,,,,,,,
駕駛,驾驶,jia4 shi3],to pilot (ship airplane etc),to drive,,,,,,,,,,,,,,,,
駕駛人,驾驶人,jia4 shi3 ren2],(car van) driver,,,,,,,,,,,,,,,,,
駕駛員,驾驶员,jia4 shi3 yuan2],pilot,driver,,,,,,,,,,,,,,,,
駕駛執照,驾驶执照,jia4 shi3 zhi2 zhao4],driver's license,,,,,,,,,,,,,,,,,
駕駛席,驾驶席,jia4 shi3 xi2],driver's seat,pilot's seat,,,,,,,,,,,,,,,,
駕駛艙,驾驶舱,jia4 shi3 cang1],cockpit,control cabin,,,,,,,,,,,,,,,,
駕駛證,驾驶证,jia4 shi3 zheng4],driving license,,,,,,,,,,,,,,,,,
駕鶴成仙,驾鹤成仙,jia4 he4 cheng2 xian1],to fly on a crane and become immortal,,,,,,,,,,,,,,,,,
駕鶴西去,驾鹤西去,jia4 he4 xi1 qu4],lit. to fly on a crane to the Western Paradise,fig. to pass away (idiom),,,,,,,,,,,,,,,,
駕鶴西歸,驾鹤西归,jia4 he4 xi1 gui1],see 駕鶴西去|驾鹤西去[jia4 he4 xi1 qu4],,,,,,,,,,,,,,,,,
駕鶴西遊,驾鹤西游,jia4 he4 xi1 you2],see 駕鶴西去|驾鹤西去[jia4 he4 xi1 qu4],,,,,,,,,,,,,,,,,
駕齡,驾龄,jia4 ling2],length of experience as a driver,,,,,,,,,,,,,,,,,
駗,駗,zhen1],chatter mark,,,,,,,,,,,,,,,,,
駘,骀,tai2],tired,worn out horse,,,,,,,,,,,,,,,,
駙,驸,fu4],prince consort,,,,,,,,,,,,,,,,,
駙馬,驸马,fu4 ma3],emperor's son-in-law,,,,,,,,,,,,,,,,,
駛,驶,shi3],to gallop,speedily,to proceed to,to pilot (ship plane etc),to sail,,,,,,,,,,,,,
駛入,驶入,shi3 ru4],(of a car ship train etc) to enter,,,,,,,,,,,,,,,,,
駛出,驶出,shi3 chu1],to leave port,to put off,,,,,,,,,,,,,,,,
駛往,驶往,shi3 wang3],bound for,,,,,,,,,,,,,,,,,
駛流,驶流,shi3 liu2],swiftly flowing,torrent,,,,,,,,,,,,,,,,
駛離,驶离,shi3 li2],to steer (the plane) away from,to drive away (from a place),to leave,,,,,,,,,,,,,,,
駜,駜,bi4],strong horse,,,,,,,,,,,,,,,,,
駝,驼,tuo2],hump or hunchbacked,camel,,,,,,,,,,,,,,,,
駝子,驼子,tuo2 zi5],hunchback,,,,,,,,,,,,,,,,,
駝背,驼背,tuo2 bei4],hunchbacked,stooping,hunchback,,,,,,,,,,,,,,,
駝背鯨,驼背鲸,tuo2 bei4 jing1],humpback whale (Megaptera novaeangliae),,,,,,,,,,,,,,,,,
駝色,驼色,tuo2 se4],light tan (color),camel-hair color,,,,,,,,,,,,,,,,
駝雞,驼鸡,tuo2 ji1],ostrich (Struthio camelus),also written 鴕鳥 鸵鸟,fabulous bird like Sinbad's roc,,,,,,,,,,,,,,,
駝鹿,驼鹿,tuo2 lu4],elk,moose,,,,,,,,,,,,,,,,
駞,驼,tuo2],variant of 駝|驼[tuo2],,,,,,,,,,,,,,,,,
駟,驷,si4],team of 4 horses,,,,,,,,,,,,,,,,,
駠,駠,liu2],old variant of 騮|骝[liu2],,,,,,,,,,,,,,,,,
駡,骂,ma4],variant of 罵|骂[ma4],,,,,,,,,,,,,,,,,
駢,骈,Pian2],surname Pian,,,,,,,,,,,,,,,,,
駢,骈,pian2],(of a pair of horses) to pull side by side,to be side by side,to be fused together,parallel (literary style),,,,,,,,,,,,,,
駢偶文風,骈偶文风,pian2 ou3 wen2 feng1],early Tang literary style despised as shallow by the classicists,,,,,,,,,,,,,,,,,
駢儷,骈俪,pian2 li4],parallel (sentences),parallel prose,,,,,,,,,,,,,,,,
駢肩,骈肩,pian2 jian1],shoulder to shoulder,,,,,,,,,,,,,,,,,
駢脅,骈胁,pian2 xie2],fused ribs (physical deformity),,,,,,,,,,,,,,,,,
駢體,骈体,pian2 ti3],parallel prose (ancient literary style),,,,,,,,,,,,,,,,,
駪,駪,shen1],large crowd,,,,,,,,,,,,,,,,,
駬,駬,er3],(horse),,,,,,,,,,,,,,,,,
駭,骇,hai4],to astonish,to startle,to hack (computing loanword),,,,,,,,,,,,,,,
駭人,骇人,hai4 ren2],terrifying,shocking,dreadful,,,,,,,,,,,,,,,
駭人聽聞,骇人听闻,hai4 ren2 ting1 wen2],shocking,horrifying,atrocious,terrible,,,,,,,,,,,,,,
駭客,骇客,hai4 ke4],hacker (computing) (loanword),,,,,,,,,,,,,,,,,
駭怕,骇怕,hai4 pa4],to be afraid,to be frightened,,,,,,,,,,,,,,,,
駭浪,骇浪,hai4 lang4],swelling or stormy seas,,,,,,,,,,,,,,,,,
駭然,骇然,hai4 ran2],overwhelmed with shock horror or amazement,dumbstruck,aghast,,,,,,,,,,,,,,,
駮,驳,bo2],variant of 駁|驳[bo2],,,,,,,,,,,,,,,,,
駯,駯,zhu1],black muzzle (of a horse),,,,,,,,,,,,,,,,,
駰,骃,yin1],iron-gray (horse),,,,,,,,,,,,,,,,,
駱,骆,Luo4],surname Luo,,,,,,,,,,,,,,,,,
駱,骆,luo4],camel,white horse with a black mane (archaic),,,,,,,,,,,,,,,,
駱賓王,骆宾王,Luo4 Bin1 wang2],Luo Binwang (640-684)Tang poet,,,,,,,,,,,,,,,,,
駱馬,骆马,luo4 ma3],llama,,,,,,,,,,,,,,,,,
駱駝,骆驼,luo4 tuo5],camel,(coll.) blockhead,ninny,CL:峰[feng1],,,,,,,,,,,,,,
駱駝祥子,骆驼祥子,Luo4 tuo5 Xiang2 zi5],Camel Xiangzi novel by Lao She 老舍,,,,,,,,,,,,,,,,,
駴,駴,xie4],thunderous beating of drums,,,,,,,,,,,,,,,,,
駵,駵,liu2],old variant of 騮|骝[liu2],,,,,,,,,,,,,,,,,
駸,骎,qin1],fleet horse,,,,,,,,,,,,,,,,,
駹,駹,mang2],black horse with a white face,,,,,,,,,,,,,,,,,
駻,駻,han4],(of horse) fierce,wild,,,,,,,,,,,,,,,,
駽,駽,xuan4],gray,,,,,,,,,,,,,,,,,
駾,駾,tui4],approach at swift gallop (on horses),,,,,,,,,,,,,,,,,
駿,骏,jun4],spirited horse,,,,,,,,,,,,,,,,,
駿馬,骏马,jun4 ma3],fine horse,steed,,,,,,,,,,,,,,,,
騁,骋,cheng3],to hasten,to run,to open up,to gallop,,,,,,,,,,,,,,
騂,骍,xing1],horse (or cattle) of reddish color,bay horse,,,,,,,,,,,,,,,,
騃,騃,ai2],stupid,idiotic,,,,,,,,,,,,,,,,
騄,騄,lu4],(horse),,,,,,,,,,,,,,,,,
騅,骓,Zhui1],surname Zhui,,,,,,,,,,,,,,,,,
騅,骓,zhui1],piebald,,,,,,,,,,,,,,,,,
騆,騆,zhou1],divine horse,,,,,,,,,,,,,,,,,
騇,騇,she4],mare,female horse,,,,,,,,,,,,,,,,
騉,騉,kun1],fine horse,,,,,,,,,,,,,,,,,
騋,騋,lai2],mare,,,,,,,,,,,,,,,,,
騌,骔,zong1],variant of 騣|鬃[zong1],,,,,,,,,,,,,,,,,
騍,骒,ke4],mare,jenny,,,,,,,,,,,,,,,,
騍馬,骒马,ke4 ma3],mare,,,,,,,,,,,,,,,,,
騎,骑,ji4],(Taiwan) saddle horse,mounted soldier,,,,,,,,,,,,,,,,
騎,骑,qi2],to ride (an animal or bike),to sit astride,classifier for saddle-horses,,,,,,,,,,,,,,,
騎兵,骑兵,qi2 bing1],cavalry,,,,,,,,,,,,,,,,,
騎土,骑土,qi2 tu3],knight,chevallier,chivalrous,,,,,,,,,,,,,,,
騎坐,骑坐,qi2 zuo4],to sit astride,to ride,,,,,,,,,,,,,,,,
騎士,骑士,qi2 shi4],horseman,cavalryman,knight (i.e. European nobility),(Tw) bike rider (scooter bicycle etc),,,,,,,,,,,,,,
騎士氣概,骑士气概,qi2 shi4 qi4 gai4],chivalry,,,,,,,,,,,,,,,,,
騎士風格,骑士风格,qi2 shi4 feng1 ge2],knighthood,,,,,,,,,,,,,,,,,
騎射,骑射,qi2 she4],equestrian archery,riding and shooting,,,,,,,,,,,,,,,,
騎師,骑师,qi2 shi1],jockey,horse rider,horseman,equestrian,,,,,,,,,,,,,,
騎槍,骑枪,qi2 qiang1],carbine,lance,,,,,,,,,,,,,,,,
騎樓,骑楼,qi2 lou2],arcade (architecture),,,,,,,,,,,,,,,,,
騎牆,骑墙,qi2 qiang2],to sit on the fence,to take both sides in a dispute,,,,,,,,,,,,,,,,
騎田嶺,骑田岭,Qi2 tian2 ling3],Qitian mountain range between south Hunan and Guangdong,,,,,,,,,,,,,,,,,
騎虎難下,骑虎难下,qi2 hu3 nan2 xia4],if you ride a tiger it's hard to get off (idiom); fig. impossible to stop halfway,,,,,,,,,,,,,,,,,
騎術,骑术,qi2 shu4],equestrianism,horsemanship,,,,,,,,,,,,,,,,
騎警,骑警,qi2 jing3],mounted police (on horse or motorbike),,,,,,,,,,,,,,,,,
騎警隊,骑警队,qi2 jing3 dui4],mounted police detachment (on horse or motorbike),,,,,,,,,,,,,,,,,
騎車,骑车,qi2 che1],to cycle,,,,,,,,,,,,,,,,,
騎馬,骑马,qi2 ma3],to ride a horse,,,,,,,,,,,,,,,,,
騎馬者,骑马者,qi2 ma3 zhe3],horseman,rider,mounted soldier,,,,,,,,,,,,,,,
騎驢找驢,骑驴找驴,qi2 lu:2 zhao3 lu:2],lit. to search for the mule while riding on it (idiom),fig. to look for what one already has,,,,,,,,,,,,,,,,
騎驢覓驢,骑驴觅驴,qi2 lu:2 mi4 lu:2],see 騎驢找驢|骑驴找驴[qi2 lu:2 zhao3 lu:2],,,,,,,,,,,,,,,,,
騎鶴,骑鹤,qi2 he4],to ride a crane (as a Daoist adept),to die,,,,,,,,,,,,,,,,
騎鶴上揚州,骑鹤上扬州,qi2 he4 shang4 Yang2 zhou1],lit. to ride a crane to Yangzhou (idiom); to get an official position,,,,,,,,,,,,,,,,,
騏,骐,qi2],piebald horse,used for 麒[qi2] mythical unicorn,,,,,,,,,,,,,,,,
騏驎,骐麟,qi2 lin2],variant of 麒麟[qi2 lin2],qilin (mythical Chinese animal),kylin,Chinese unicorn,commonly mistranslated as giraffe,,,,,,,,,,,,,
騐,验,yan4],variant of 驗|验[yan4],,,,,,,,,,,,,,,,,
騑,騑,fei1],side horse (in a team of harnessed horses),horse,,,,,,,,,,,,,,,,
騒,騒,sao1],Japanese variant of 騷|骚,,,,,,,,,,,,,,,,,
験,験,yan4],Japanese variant of 驗|验,,,,,,,,,,,,,,,,,
騕,騕,yao3],name of a fabulous horse,,,,,,,,,,,,,,,,,
騖,骛,wu4],fast,greedy,run rapidly,,,,,,,,,,,,,,,
騖遠,骛远,wu4 yuan3],over ambitious,,,,,,,,,,,,,,,,,
騗,騗,pian4],old variant of 騙|骗[pian4],to get on a horse by swinging one leg over,,,,,,,,,,,,,,,,
騘,騘,cong1],old variant of 驄|骢[cong1],,,,,,,,,,,,,,,,,
騙,骗,pian4],to cheat,to swindle,to deceive,to get on (a horse etc) by swinging one leg over,,,,,,,,,,,,,,
騙人,骗人,pian4 ren2],to cheat sb,a scam,,,,,,,,,,,,,,,,
騙供,骗供,pian4 gong4],to cheat sb into confessing,to induce a confession,,,,,,,,,,,,,,,,
騙取,骗取,pian4 qu3],to gain by cheating,,,,,,,,,,,,,,,,,
騙子,骗子,pian4 zi5],swindler,a cheat,,,,,,,,,,,,,,,,
騙局,骗局,pian4 ju2],a swindle,a trap,a racket,a scam,CL:場|场[chang3],,,,,,,,,,,,,
騙徒,骗徒,pian4 tu2],cheat,swindler,,,,,,,,,,,,,,,,
騙案,骗案,pian4 an4],scam,fraud,,,,,,,,,,,,,,,,
騙色,骗色,pian4 se4],to trick sb into having sex,,,,,,,,,,,,,,,,,
騙術,骗术,pian4 shu4],trick,deceit,,,,,,,,,,,,,,,,
騠,騠,ti2],spirited horse,,,,,,,,,,,,,,,,,
騢,騢,xia2],(horse),,,,,,,,,,,,,,,,,
騣,鬃,zong1],variant of 鬃[zong1],,,,,,,,,,,,,,,,,
騤,骙,kui2],(of a horse) powerful,strong,,,,,,,,,,,,,,,,
騧,䯄,gua1],piebald horse,,,,,,,,,,,,,,,,,
騫,骞,qian1],defective,raise,,,,,,,,,,,,,,,,
騭,骘,zhi4],a stallion,to rise,to arrange,to stabilize,to differentiate,to judge,,,,,,,,,,,,
騮,骝,liu2],bay horse with black mane,,,,,,,,,,,,,,,,,
騰,腾,teng2],to soar,to gallop,to prance,to turn over,to vacate,to clear,,,,,,,,,,,,
騰出,腾出,teng2 chu1],to make (some time or space) available (for sb),,,,,,,,,,,,,,,,,
騰出手,腾出手,teng2 chu1 shou3],to get one's hands free (to do sth else),,,,,,,,,,,,,,,,,
騰挪,腾挪,teng2 nuo2],to move,to shift,to move out of the way,to divert (money etc) to a different purpose,,,,,,,,,,,,,,
騰格里沙漠,腾格里沙漠,Teng2 ge2 li3 Sha1 mo4],Tengger Desert,,,,,,,,,,,,,,,,,
騰沖,腾冲,Teng2 chong1],Tengchong county in Baoshan 保山[Bao3 shan1] Yunnan,,,,,,,,,,,,,,,,,
騰沖縣,腾冲县,Teng2 chong1 xian4],Tengchong county in Baoshan 保山[Bao3 shan1] Yunnan,,,,,,,,,,,,,,,,,
騰空,腾空,teng2 kong1],to soar,to rise high into the air,,,,,,,,,,,,,,,,
騰訊,腾讯,Teng2 xun4],see 騰訊控股有限公司|腾讯控股有限公司[Teng2 xun4 Kong4 gu3 You3 xian4 Gong1 si1],,,,,,,,,,,,,,,,,
騰訊控股有限公司,腾讯控股有限公司,Teng2 xun4 Kong4 gu3 You3 xian4 Gong1 si1],Tencent Holdings Limited (developers of the QQ instant messaging platform),,,,,,,,,,,,,,,,,
騰越,腾越,teng2 yue4],to jump over,to vault,to soar over,,,,,,,,,,,,,,,
騰飛,腾飞,teng2 fei1],lit. to fly upwards swiftly,fig. rapid advance,rapidly developing (situation),,,,,,,,,,,,,,,
騰騰,腾腾,teng2 teng2],steaming,scathing,,,,,,,,,,,,,,,,
騰驤,腾骧,teng2 xiang1],(literary) to gallop,to charge forward,,,,,,,,,,,,,,,,
騵,騵,yuan2],chestnut horse with white belly,,,,,,,,,,,,,,,,,
騶,驺,Zou1],surname Zou,,,,,,,,,,,,,,,,,
騶,驺,zou1],groom or chariot driver employed by a noble (old),,,,,,,,,,,,,,,,,
騶從,驺从,zou1 cong2],mounted escort,,,,,,,,,,,,,,,,,
騶虞,驺虞,zou1 yu2],zouyu (mythical animal),official in charge of park animals,name of an archaic ceremonial tune,,,,,,,,,,,,,,,
騷,骚,sao1],trouble,disturbance,rumpus,flirty,coquettish,abbr. for 離騷|离骚[Li2 Sao1],literary writings,smell of urine,foul smell,male (animal) (dialect),,,,,,,,
騷亂,骚乱,sao1 luan4],disturbance,riot,to create a disturbance,,,,,,,,,,,,,,,
騷亂者,骚乱者,sao1 luan4 zhe3],a rioter,,,,,,,,,,,,,,,,,
騷動,骚动,sao1 dong4],disturbance,uproar,CL:陣|阵[zhen4],to become restless,,,,,,,,,,,,,,
騷包,骚包,sao1 bao1],(slang) alluring,showy,flashy and enticing person,painted Jezebel,,,,,,,,,,,,,,
騷味,骚味,sao1 wei4],foul smell,,,,,,,,,,,,,,,,,
騷客,骚客,sao1 ke4],(literary) poet,literati,,,,,,,,,,,,,,,,
騷情,骚情,sao1 qing2],frivolous,flirtatious,,,,,,,,,,,,,,,,
騷擾,骚扰,sao1 rao3],to disturb,to cause a commotion,to harass,,,,,,,,,,,,,,,
騷擾客蚤,骚扰客蚤,sao1 rao3 ke4 zao3],Xenopsylla vexabilis,,,,,,,,,,,,,,,,,
騷攪,骚搅,sao1 jiao3],to disturb,to pester,,,,,,,,,,,,,,,,
騷然,骚然,sao1 ran2],turbulent,,,,,,,,,,,,,,,,,
騷話,骚话,sao1 hua4],obscenities,lewd talk,,,,,,,,,,,,,,,,
騷貨,骚货,sao1 huo4],loose woman,slut,,,,,,,,,,,,,,,,
騷驢,骚驴,sao1 lu:2],jackass,,,,,,,,,,,,,,,,,
騷體,骚体,sao1 ti3],poetry in the style of 離騷|离骚[Li2 Sao1],,,,,,,,,,,,,,,,,
騷鬧,骚闹,sao1 nao4],noisy,a racket,,,,,,,,,,,,,,,,
騸,骟,shan4],to geld,,,,,,,,,,,,,,,,,
騺,騺,zhi4],heavy horse,horse unable to move because of twisted leg,plodding,,,,,,,,,,,,,,,
騾,骡,luo2],mule,CL:匹[pi3]頭|头[tou2],,,,,,,,,,,,,,,,
騾子,骡子,luo2 zi5],mule,CL:匹[pi3]頭|头[tou2],,,,,,,,,,,,,,,,
騾馬,骡马,luo2 ma3],pack animal,horse and mule,,,,,,,,,,,,,,,,
騾馬大車,骡马大车,luo2 ma3 da4 che1],mule and horse carts,,,,,,,,,,,,,,,,,
驀,蓦,mo4],leap on or over,suddenly,,,,,,,,,,,,,,,,
驀地,蓦地,mo4 de5],suddenly,unexpectedly,,,,,,,,,,,,,,,,
驀地裡,蓦地里,mo4 di4 li3],suddenly,unexpectedly,,,,,,,,,,,,,,,,
驀然,蓦然,mo4 ran2],suddenly,sudden,,,,,,,,,,,,,,,,
驁,骜,ao4],a noble steed,untamed,,,,,,,,,,,,,,,,
驂,骖,can1],outside horses of a team of 4,,,,,,,,,,,,,,,,,
驃,骠,piao4],white horse,,,,,,,,,,,,,,,,,
驄,骢,cong1],buckskin horse,,,,,,,,,,,,,,,,,
驅,驱,qu1],to expel,to urge on,to drive,to run quickly,,,,,,,,,,,,,,
驅使,驱使,qu1 shi3],to urge,to prompt,to spur on,to order sb about,,,,,,,,,,,,,,
驅力,驱力,qu1 li4],(psychological) driving force,drive,,,,,,,,,,,,,,,,
驅動,驱动,qu1 dong4],to drive,to propel,drive (vehicle wheel),drive mechanism (tape or disk),device driver (computing software),,,,,,,,,,,,,
驅動力,驱动力,qu1 dong4 li4],driving force,,,,,,,,,,,,,,,,,
驅動器,驱动器,qu1 dong4 qi4],drive,,,,,,,,,,,,,,,,,
